s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000158	club cell	club cell	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium	129
CL:0000158	club cell	club cell	UBERON:0001955	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole	133
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004515	smooth muscle tissue of bronchiole	smooth muscle tissue of bronchiole	126
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004516	smooth muscle tissue of terminal bronchiole	smooth muscle tissue of terminal bronchiole	130
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004517	smooth muscle tissue of respiratory bronchiole	smooth muscle tissue of respiratory bronchiole	134
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	Immune System of Respiratory Tract	165
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	Immune System of Respiratory Tract	167
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	Immune System of Respiratory Tract	173
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	Immune System of Respiratory Tract	174
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	Immune System of Respiratory Tract	175
