Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0000428	prostate epithelium	prostate epithelium	ionocyte epithelia	doi:10.1002/path.5751	doi:10.1002/path.5751
UBERON:0001335	prostatic urethra	prostatic urethra	basal cell of prostatic urethra	doi:10.1002/path.5751	doi:10.1002/path.5751
