row_number	s	slabel	user_slabel	o	olabel	user_olabel
19	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
62	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
63	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
64	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
65	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
66	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035520	anterior mediastinal lymph node	left anterior mediastinal lymph node
67	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035520	anterior mediastinal lymph node	left anterior mediastinal lymph node
68	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035520	anterior mediastinal lymph node	left anterior mediastinal lymph node
69	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
70	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
71	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
72	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
73	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
79	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0038870	cubital lymph node	cubital fossa lymph node
80	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0038870	cubital lymph node	cubital fossa lymph node
111	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0038870	cubital lymph node	epitrochlear lymph node
112	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0038870	cubital lymph node	epitrochlear lymph node
122	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035279	supraclavicular lymph node	supraclavicular lymph node
58	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0005435	upper part of cisterna chyli	cisterna chyli
123	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035279	supraclavicular lymph node	supraclavicular lymph node
57	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0005435	upper part of cisterna chyli	cisterna chyli
54	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001543	popliteal lymph node	popliteal lymph node
20	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
25	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0004722	deep cervical lymph node	deep lymph node of neck
26	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035279	supraclavicular lymph node	supraspinatus fossa lymph node
27	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0035279	supraclavicular lymph node	supraspinatus fossa lymph node
31	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
32	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0005435	upper part of cisterna chyli	cisterna chyli
33	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0005435	upper part of cisterna chyli	cisterna chyli
37	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0005435	upper part of cisterna chyli	cisterna chyli
41	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0002508	celiac lymph node	celiac lymph node
42	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0016378	ileocolic lymph node	ileocolic lymph node
46	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0037532	medial common iliac lymph node	medial lymph node of common iliac lymph nodes
47	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0002509	mesenteric lymph node	mesenteric lymph node
48	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0016402	mesocolic lymph node	mesocolic lymph node
50	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0016386	paraaortic lymph node	paraaortic lymph node
51	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0015878	common iliac lymph node	common iliac lymph node
52	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0015880	external iliac lymph node	external iliac lymph node
53	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0009006	deep inguinal lymph node	deep inguinal lymph node
55	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0015881	internal iliac lymph node	internal iliac lymph node
131	CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0001631	thoracic duct	thoracic duct
