s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0002040	bronchial artery	bronchial artery	UBERON:0003505	trachea blood vessel	trachea blood vessel
UBERON:0001592	bronchial vein	bronchial vein	UBERON:0003505	trachea blood vessel	trachea blood vessel
UBERON:0004849		respiratory system venous endothelium	UBERON:0001592	bronchial vein	bronchial vein
UBERON:0012418		respiratory system venous smooth muscle	UBERON:0001592	bronchial vein	bronchial vein
UBERON:0002182	Main Bronchus	Primary / Main Bronchus	UBERON:0000101	Lobe of Lung	Right or Left Lung Lobe
UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	UBERON:0002182	Main Bronchus	Primary / Main Bronchus
UBERON:0004884	lobar bronchus mesenchyme	bronchial mesenchyme	UBERON:0002182	Main Bronchus	Primary / Main Bronchus
UBERON:0004889	lobar bronchus vasculature	bronchial vessels	UBERON:0002182	Main Bronchus	Primary / Main Bronchus
UBERON:0002040	bronchial artery	bronchial artery	UBERON:0004889	lobar bronchus vasculature	bronchial vessels
UBERON:0001592	bronchial vein	bronchial vein	UBERON:0004889	lobar bronchus vasculature	bronchial vessels
UBERON:0019190	mucous gland of lung	bronchial submucosal gland	UBERON:0002182	Main Bronchus	Primary / Main Bronchus
UBERON:0019190	mucous gland of lung	bronchial submucosal gland	UBERON:0002183	Lobar Bronchus	Secondary / Lobar Bronchus
UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	UBERON:0002184	Segmental Bronchus	Tertiary / Segmental Bronchus
UBERON:0004884	lobar bronchus mesenchyme	bronchial mesenchyme	UBERON:0002184	Segmental Bronchus	Tertiary / Segmental Bronchus
UBERON:0001102	cartilage of main bronchus	cartilagenous plate	UBERON:0002184	Segmental Bronchus	Tertiary / Segmental Bronchus
UBERON:0004889	lobar bronchus vasculature	bronchial vessels	UBERON:0002184	Segmental Bronchus	Tertiary / Segmental Bronchus
UBERON:0019190	mucous gland of lung	bronchial submucosal gland	UBERON:0002184	Segmental Bronchus	Tertiary / Segmental Bronchus
UBERON:0004903	bronchoalveolar duct junction	Bronchoalveolar duct junction	UBERON:0002187	terminal bronchiole	Terminal Bronchioles
UBERON:0002173	pulmonary alveolar duct	Alveolar Ducts	UBERON:0008874	Pulmonary Acinus	Pulmonary Acinus
UBERON:0016405	pulmonary capilllary	Alveolar capillaries	UBERON:0008870	pulmonary alveolar parenchyma	Alveoli
UBERON:0002012	pulmonary artery	Pulmonary Artery	UBERON:0000101	Lobe of Lung	Right or Left Lung Lobe
UBERON:0002016	pulmonary vein	Pulmonary Vein	UBERON:0000101	Lobe of Lung	Right or Left Lung Lobe
UBERON:0002401	visceral pleura	visceral pleura	UBERON:0000101	Lobe of Lung	Right or Left Lung Lobe
UBERON:0018227		pulmonary lymphatic vessel	UBERON:0000101	Lobe of Lung	Right or Left Lung Lobe
UBERON:0003529	respiratory system lymphatic vessel endothelium	respiratory system lymphatic vessel endothelium	UBERON:0018227		pulmonary lymphatic vessel
UBERON:0016381	tracheobronchial lymph node	lymph node at carina	UBERON:0002048	Lung	Lung
