ID	LABEL	TYPE	Parent
ID	A rdfs:label	TYPE	I ccf_part_of
UBERON:0002015	kidney capsule	owl:NamedIndividual	UBERON:0002113
UBERON:0001225	cortex of kidney	owl:NamedIndividual	UBERON:0002113
UBERON:0002189	outer cortex of kidney	owl:NamedIndividual	UBERON:0001225
UBERON:0005271	juxtamedullary cortex	owl:NamedIndividual	UBERON:0001225
UBERON:0009883	medullary ray	owl:NamedIndividual	UBERON:0001225
UBERON:0000362	renal medulla	owl:NamedIndividual	UBERON:0002113
UBERON:0004202	kidney outer medulla outer stripe	owl:NamedIndividual	UBERON:0000362
UBERON:0004201	kidney outer medulla inner stripe	owl:NamedIndividual	UBERON:0000362
UBERON:0001294	inner medulla of kidney	owl:NamedIndividual	UBERON:0000362
UBERON:0001228	renal papilla	owl:NamedIndividual	UBERON:0001294
UBERON:0009095	tip of renal papilla	owl:NamedIndividual	UBERON:0001228
UBERON:0001284	renal column (column of Bertin)	owl:NamedIndividual	UBERON:0000362
UBERON:0004200	renal pyramid	owl:NamedIndividual	UBERON:0000362
UBERON:0008716	hilum of kidney	owl:NamedIndividual	UBERON:0002113
UBERON:0014464	renal fat pad	owl:NamedIndividual	UBERON:0002113
UBERON:0001224	renal pelvis	owl:NamedIndividual	UBERON:0002113
UBERON:0006517	kidney calyx	owl:NamedIndividual	UBERON:0001224
UBERON:0001226	major calyx	owl:NamedIndividual	UBERON:0001224
UBERON:0001227	minor calyx	owl:NamedIndividual	UBERON:0001224
UBERON:0001285	nephron	owl:NamedIndividual	UBERON:0002113
UBERON:0001229	Renal Corpuscle	owl:NamedIndividual	UBERON:0001285
UBERON:0001230	Bowman's capsule	owl:NamedIndividual	UBERON:0001229
UBERON:0005749	Glomerular tuft	owl:NamedIndividual	UBERON:0001229
UBERON:0001231	nephron tubule	owl:NamedIndividual	UBERON:0001285
UBERON:0004134	proximal tubule	owl:NamedIndividual	UBERON:0001231
UBERON:0001289	descending thin limb of loop of Henle	owl:NamedIndividual	UBERON:0001231
UBERON:0004193	ascending thin limb of loop of Henle	owl:NamedIndividual	UBERON:0001231
UBERON:0001291	thick ascending limb of loop of Henle	owl:NamedIndividual	UBERON:0001231
UBERON:0001292	distal convoluted tubule	owl:NamedIndividual	UBERON:0001231
UBERON:0005097	connecting tubule	owl:NamedIndividual	UBERON:0001231
UBERON:0001232	collecting duct of renal tubule	owl:NamedIndividual	UBERON:0001231
UBERON:0012441		owl:NamedIndividual	UBERON:0006544
