s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000242	Merkel cell	Merkel cell	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	19
CL:0000312	keratinocyte	Keratinocyte (Granular)	UBERON:0002069	stratum granulosum of epidermis	Stratum granulosum (SG)	12
CL:0000312	keratinocyte	keratinocyte	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	21
CL:0000646	basal cell	Keratinocyte (Basal)	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)	17
