s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:4033056	onychocyte	Keratinocyte (Onychocyte)	CL:0000312	keratinocyte	keratinocyte	22
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	34
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	33
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	32
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	31
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	30
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	29
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	28
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	35
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	27
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	25
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	24
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	23
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	26
UBERON:0002073	hair follicle	Hair follicles	UBERON:0002067	dermis	Dermis	38
UBERON:0002076	cuticle of hair	Cuticle	UBERON:0002074	hair shaft	Hair shaft	28
UBERON:0002283	nail matrix	nail matrix	UBERON:0001003	skin epidermis	Epidermis	22
UBERON:0005941	hair inner root sheath	Inner root sheath	UBERON:0002073	hair follicle	Hair follicles	27
UBERON:0005942	hair outer root sheath	Outer root sheath	UBERON:0002073	hair follicle	Hair follicles	26
