Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
central axillary lymph node	Central axillary lymph node group	FMA:71749	medial lymphatic pathway of upper arm	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
medial lymphatic pathway of upper arm			epitrochlear lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
epitrochlear lymph node			ulnar lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
ulnar lymphatic channel			little finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
ulnar lymphatic channel			little finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
ulnar lymphatic channel			ring finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
ulnar lymphatic channel			ring finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
ulnar lymphatic channel			middle finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
brachial lymph trunk	Brachial lymphatic vessel	FMA:234924	epitrochlear lymph node #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
supraclavicular lymph node	supraclavicular lymph node	UBERON:0035279	lateral lymphatic pathway of upper arm	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
lateral lymphatic pathway of upper arm			radial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			middle finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			index finger lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			index finger medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			thumb lateral lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
radial lymphatic channel			thumb medial lymphatic channel	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
subclavian lymph trunk	Subclavian lymphatic trunk	FMA:12252	subclavicular lymph node	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
subclavicular lymph node			lateral lymphatic pathway of upper arm #2	Rouviere H. Anatomie des Lymphatiques de l'Homme. Masson et Cie: Paris, 1932.	
