row_number	s	slabel	user_slabel	o	olabel	user_olabel
20	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
101	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
100	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
99	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
98	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
97	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
96	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
95	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
94	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
93	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
92	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
91	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
102	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
90	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
88	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
87	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
86	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
85	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
84	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
83	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
82	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
81	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
80	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
79	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
78	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
89	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
103	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
104	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
105	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
130	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
129	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
128	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
127	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
126	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
125	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
124	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
123	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
122	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
121	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
120	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
119	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
118	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
117	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
116	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
115	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
114	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
113	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
112	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
111	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
110	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
109	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
108	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
107	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
106	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
77	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
131	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
76	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
74	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
44	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
43	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
42	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
41	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
40	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
39	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
38	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
37	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
36	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
35	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
34	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
45	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
33	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
31	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
30	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
29	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
28	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
27	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
26	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
25	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
24	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
23	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
22	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
21	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
32	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
46	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
47	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
48	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
73	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
72	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
71	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
70	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
69	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
68	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
67	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
66	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
65	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
64	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
63	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
62	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
61	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
60	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
59	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
58	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
57	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
56	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
55	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
54	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
53	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
52	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
51	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
50	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
49	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
75	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
132	UBERON:0001631	thoracic duct	thoracic duct	UBERON:0004536	lymph vasculature	lymph vasculature
