s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000057	fibroblast	fibroblast	UBERON:0035374	small cardiac vein	small cardiac vein	59
CL:0000057	fibroblast	fibroblast	UBERON:0006958	great vein of heart	great cardiac vein	155
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	36
CL:0000057	fibroblast	fibroblast	UBERON:8600063	septal perforating artery	septal perforating arteries	152
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	149
CL:0000057	fibroblast	fibroblast	UBERON:0035422	circumflex branch of left coronary artery	left circumflex artery	45
CL:0000057	fibroblast	fibroblast	UBERON:8600102	left anterior descending artery	left anterior descending artery	146
CL:0000057	fibroblast	fibroblast	UBERON:0039232	conus artery	conus artery	189
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	192
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	195
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	48
CL:0000057	fibroblast	fibroblast	UBERON:0009687	middle cardiac vein	middle cardiac vein	158
CL:0000057	fibroblast	fibroblast	UBERON:0018674	heart vasculature	heart vasculature	198
CL:0000057	fibroblast	fibroblast	UBERON:8470002	moderator band	moderator band	208
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	140
CL:0000057	fibroblast	fibroblast	UBERON:0005438	coronary sinus	coronary sinus	51
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	137
CL:0000057	fibroblast	fibroblast	UBERON:0003498	heart blood vessel	heart blood vessel	134
CL:0000057	fibroblast	fibroblast	UBERON:8470002	moderator band	moderator band	212
CL:0000057	fibroblast	fibroblast	UBERON:0001625	right coronary artery	right coronary artery	56
CL:0000057	fibroblast	fibroblast	UBERON:0002348	epicardium	epicardium	228
