Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
tracheal submucosal gland	trachea gland	UBERON:0005203	terminal ciliated ducts of tracheal submucosal gland	32427931	doi: 10.1038/s41467-020-16239-z
tracheal submucosal gland	trachea gland	UBERON:0005203	collecting ducts of tracheal submucosal gland	32427931	doi: 10.1038/s41467-020-16239-z
tracheal submucosal gland	trachea gland	UBERON:0005203	mucous tubules of tracheal submucosal gland	29656943	doi: 10.1016/j.stem.2018.03.018
tracheal submucosal gland	trachea gland	UBERON:0005203	distal acini of tracheal submucosal gland	29656943	doi: 10.1016/j.stem.2018.03.018
tracheal submucosal gland	trachea gland	UBERON:0005203	myoepithelium tracheal submucosal gland	29656943	doi: 10.1016/j.stem.2018.03.018
bronchial submucosal gland	bronchus submucosal gland	UBERON:8410043	ciliated ducts of bronchial submucosal gland	32427931	doi: 10.1038/s41467-020-16239-z
bronchial submucosal gland	bronchial submucosal gland	UBERON:8410043	ciliated ducts of bronchial submucosal gland	32427931	doi: 10.1038/s41467-020-16239-z
Intersegmental Pulmonary Vein	Intersegmental Pulmonary Vein	FMA:76965	Pulmonary Vein endotheliim	34030460	doi: 10.1161/CIRCULATIONAHA.120.052318. 
Intersegmental Pulmonary Vein	Intersegmental Pulmonary Vein	FMA:76965	Pulmonary Vein endotheliim	31233341	doi: 10.1164/rccm.201812-2312OC 
Alveolar Ducts	pulmonary alveolar duct	UBERON:0002173	pulmonary alveolus	29370889	doi.org/10.1016/j.cellimm.2018.01.005; doi: 10.1164/rccm.201911-2105OC
Alveolar Ducts	pulmonary alveolar duct	UBERON:0002173	pulmonary alveolus	NA	NA
