s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000158	club cell	club cell	UBERON:0001955	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole	136
CL:0000158	club cell	club cell	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium	133
CL:0000158	club cell	club cell	UBERON:0002051	epithelium of bronchiole	epithelium of bronchiole	129
CL:0000158	club cell	club cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	103
CL:0000158	club cell	club cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	86
CL:0000192	smooth muscle cell	smooth muscle cell	UBERON:0006680	trachealis	trachealis	29
CL:0000235	macrophage	macrophage	UBERON:0002299	alveolus of lung	alveolus of lung	165
CL:0000235	macrophage	macrophage	UBERON:0002299	alveolus of lung	alveolus of lung	163
CL:0000235	macrophage	macrophage	UBERON:0002299	alveolus of lung	alveolus of lung	164
CL:0002062	type I pneumocyte	alveolar type I cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar duct parenchyma	143
CL:0002062	type I pneumocyte	alveolar type I cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar duct parenchyma	140
CL:0002063	type II pneumocyte	alveolar type II cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar duct parenchyma	144
CL:0002063	type II pneumocyte	alveolar type II cell	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar duct parenchyma	139
CL:0002145	ciliated columnar cell of tracheobronchial tree	ciliated columnar cell of tracheobronchial tree	UBERON:0001901	epithelium of trachea	tracheal epithelium	15
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:8410043	bronchial submucosal gland	bronchial submucosal gland	79
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	67
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	66
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	64
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	88
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0005203	trachea gland	tracheal submucosal gland	18
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	90
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	91
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:8410043	bronchial submucosal gland	bronchial submucosal gland	122
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0005203	trachea gland	tracheal submucosal gland	20
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:8410043	bronchus submucosal gland	bronchial submucosal gland	50
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	105
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	107
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	108
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	39
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	38
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	36
CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	UBERON:0005203	trachea gland	tracheal submucosal gland	19
CL:0002208	brush cell of bronchus	tuft cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	94
CL:0002208	brush cell of bronchus	tuft cell	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	111
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	106
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	89
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	65
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	37
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	87
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002341	epithelium of segmental bronchus	segmental bronchial epithelium	104
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	35
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	lobar bronchial epithelium	63
CL:0002591	smooth muscle cell of the pulmonary artery	smooth muscle cell of the pulmonary artery	UBERON:0036422	wall of pulmonary artery	wall of pulmonary artery	121
