Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0006729	liver perisinusoidal space	Disse's space	Immune cell	PMID: 29112863	DOI: 10.1016/j.cub.2017.09.019
UBERON:0005169	interstitial tissue	interstitial	portal fibroblast	https://pubmed.ncbi.nlm.nih.gov/17576600/	DOI: 10.1007/s00441-007-0437-z
UBERON:0001282	intralobular bile duct	Canals of Hering	hepatic progenitor cell	https://pubmed.ncbi.nlm.nih.gov/23354049/ ; https://pubmed.ncbi.nlm.nih.gov/17585168/ ; https://pubmed.ncbi.nlm.nih.gov/21113154/ ; https://www.sciencedirect.com/science/article/pii/S0016508512012449	DOI: 10.1038/nature11826 ; DOI: 10.1634/stemcells.2007-0176 ; DOI: 10.1038/ng.722 ; DOI: 10.1053/j.gastro.2012.08.024
UBERON:0004647	liver lobule	hepatic Lobule	CD8 TRm (residence memory)		
UBERON:0004647	liver lobule	hepatic Lobule	Eomes low Liver NK cell	PMID: 28289707	DOI: 10.1172/jci.insight.90063
UBERON:0004647	liver lobule	hepatic Lobule	TBet low Liver NK cell	PMID: 31333651 PMID: 28289707 PMID: 27798170	DOI: 10.3389/fimmu.2019.01502
