Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:8000014	dentogingival junction	gingival attachment	junctional epithelium cell		
UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	basal ductal cell		
UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	periacinar fibroblast		
UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	periductal fibroblast		
UBERON:0035048	parotid gland excretory duct	excretory duct	excretory duct epithelial cell		
UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	demilune acinar cell		
UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	mucous acinar cell		
UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	periacinar fibroblast		
UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	periductal fibroblast		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	basal ductal cell		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	demilune acinar cell		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	mucous acinar cell		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	periacinar fibroblast		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	periductal fibroblast		
UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	excretory duct epithelial cell		
