s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	29
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	24
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004242	bronchus smooth muscle	bronchial smooth muscle	13
CL:0017000	pulmonary ionocyte	pulmonary ionocyte	UBERON:0002339	epithelium of lobar bronchus	bronchial epithelium	21
CL:0019002	tracheobronchial chondrocyte	lung perichondrial fibroblast	UBERON:0001956	cartilage of bronchus	cartilage of bronchus	20
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012416	respiratory system arterial smooth muscle	arterial system smooth muscle	31
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	33
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium	30
CL:4033008	vein endothelial cell of respiratory system	vein endothelial cell of respiratory system	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	32
