Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0002373	palatine tonsil	palatine tonsil	plasma cell CD21		
UBERON:0010754	germinal center	germinal center	germinal center B cell CD21		
UBERON:0013688	tonsil germinal center	tonsil germinal center	germinal center B cell CD21		
