Label (indented)	ID	P1	P2	P3	P4	P5
kidney	UBERON:0002113	kidney	    right kidney
    right kidney	UBERON:0004539	kidney	    left kidney
    left kidney	UBERON:0004538	kidney	    kidney capsule
    kidney capsule	UBERON:0002015	kidney	    cortex of kidney
    cortex of kidney	UBERON:0001225	kidney	    cortex of kidney	        outer cortex of kidney
        outer cortex of kidney	UBERON:0002189	kidney	    cortex of kidney	        outer cortex of kidney
    renal pyramid	UBERON:0004200	kidney	    renal pyramid
    hilum of kidney	UBERON:0008716	kidney	    hilum of kidney
    kidney interstitium	UBERON:0005215	kidney	    kidney interstitium
    kidney calyx	UBERON:0006517	kidney	    kidney calyx
        major calyx	UBERON:0001226	kidney	    kidney calyx	        major calyx
        minor calyx	UBERON:0001227	kidney	    kidney calyx	        minor calyx
    renal pelvis	UBERON:0001224	kidney	    renal pelvis
    ureter	UBERON:0000056	kidney	    ureter
    renal papilla	UBERON:0001228	kidney	    renal papilla
    renal fat pad	UBERON:0014464	kidney	    renal fat pad
    nephron	UBERON:0001285	kidney	    nephron
        renal corpuscle	UBERON:0001229	kidney	    nephron	        renal corpuscle
             Bowman's capsule 	UBERON:0001230	kidney	    nephron	        renal corpuscle	             Bowman's capsule
             glomerulus 	UBERON:0000074	kidney	    nephron	        renal corpuscle	             glomerulus
    renal tubule	UBERON:0009773	kidney	    renal tubule
        proximal tubule	UBERON:0004134	kidney	    renal tubule	        proximal tubule
            proximal convoluted tubule	UBERON:0001287	kidney	    renal tubule	        proximal tubule	            proximal convoluted tubule
                proximal convoluted tubule segment 1	UBERON:0004196	kidney	    renal tubule	        proximal tubule	            proximal convoluted tubule	                proximal convoluted tubule segment 1
                proximal convoluted tubule segment 2	UBERON:0004197	kidney	    renal tubule	        proximal tubule	            proximal convoluted tubule	                proximal convoluted tubule segment 2
            proximal straight tubule	UBERON:0001290	kidney	    renal tubule	        proximal tubule	            proximal straight tubule
        loop of Henle	UBERON:0001288	kidney	    renal tubule	        loop of Henle
            descending thin limb of loop of Henle	UBERON:0001289	kidney	    renal tubule	        loop of Henle	            descending thin limb of loop of Henle
            ascending thin limb of loop of Henle 	UBERON:0004193	kidney	    renal tubule	        loop of Henle	            ascending thin limb of loop of Henle
            thick ascending limb of loop of Henle	UBERON:0001291	kidney	    renal tubule	        loop of Henle	            thick ascending limb of loop of Henle
        distal convoluted tubule	UBERON:0001292	kidney	    renal tubule	        distal convoluted tubule
        connecting tubule	UBERON:0005097	kidney	    renal tubule	        connecting tubule
          collecting duct of renal tubule	UBERON:0001232	kidney	    renal tubule	          collecting duct of renal tubule
