s	slabel	user_slabel	o	olabel	user_olabel	row_number
PCL:0015001	Inh L1 LAMP5 PVRL2 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 LAMP5 PVRL2	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	619
PCL:0015002	Inh L1 LAMP5 RAB11FIP1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 LAMP5 RAB11FIP1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	620
PCL:0015003	Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap)	Inh L1-6 LAMP5 AARD	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	621
PCL:0015004	Inh L1-6 LAMP5 NES primary motor cortex GABAergic interneuron (Hsap)	Inh L1-6 LAMP5 NES	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	622
PCL:0015005	Inh L1-6 LAMP5 CA1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-6 LAMP5 CA1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	623
PCL:0015006	Inh L5-6 LAMP5 CRABP1 primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 LAMP5 CRABP1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	624
PCL:0015007	Inh L3-6 PAX6 LINC01497 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-6 PAX6 LINC01497	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	625
PCL:0015008	Inh L1 PAX6 MIR101-1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 PAX6 MIR101-1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	626
PCL:0015009	Inh L1 PAX6 CHRFAM7A primary motor cortex GABAergic interneuron (Hsap)	Inh L1 PAX6 CHRFAM7A	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	629
PCL:0015010	Inh L1-6 VIP SLC7A6OS primary motor cortex GABAergic interneuron (Hsap)	Inh L1-6 VIP SLC7A6OS	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	630
PCL:0015011	Inh L2 PAX6 FREM2 primary motor cortex GABAergic interneuron (Hsap)	Inh L2 PAX6 FREM2	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	631
PCL:0015012	Inh L1-2 VIP HTR3A primary motor cortex GABAergic interneuron (Hsap)	Inh L1-2 VIP HTR3A	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	632
PCL:0015013	Inh L1-2 VIP WNT4 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-2 VIP WNT4	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	633
PCL:0015014	Inh L1 LAMP5 BMP2 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 LAMP5 BMP2	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	627
PCL:0015015	Inh L1 LAMP5 NMBR primary motor cortex GABAergic interneuron (Hsap)	Inh L1 LAMP5 NMBR	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	628
PCL:0015016	Inh L1 PVALB-like SST ASIC4 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 PVALB SST ASIC4	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	634
PCL:0015017	Inh L1 SST P4HA3 primary motor cortex GABAergic interneuron (Hsap)	Inh L1 SST P4HA3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	635
PCL:0015018	Inh L1 SST DEFB108B primary motor cortex GABAergic interneuron (Hsap)	Inh L1 SST DEFB108B	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	636
PCL:0015019	Inh L1-3 VIP CBLN1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-3 VIP CBLN1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	637
PCL:0015020	Inh L1-2 VIP EXPH5 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-2 VIP EXPH5	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	638
PCL:0015021	Inh L1-3 VIP HSPB6 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-3 VIP HSPB6	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	639
PCL:0015022	Inh L1-2 VIP PTGER3 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-2 VIP PTGER3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	640
PCL:0015023	Inh L1-2 VIP SCML4 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-2 VIP SCML4	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	641
PCL:0015024	Inh L1-3 VIP FNDC1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-3 VIP FNDC1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	642
PCL:0015025	Inh L1-3 VIP CHRNA2 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-3 VIP CHRNA2	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	643
PCL:0015026	Inh L2 VIP SLC6A16 primary motor cortex GABAergic interneuron (Hsap)	Inh L2 VIP SLC6A16	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	644
PCL:0015027	Inh L1 VIP KLHDC8B primary motor cortex GABAergic interneuron (Hsap)	Inh L1 VIP KLHDC8B	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	645
PCL:0015028	Inh L3-5 VIP IGDCC3 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 VIP IGDCC3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	646
PCL:0015029	Inh L1-5 VIP SMOC1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-5 VIP SMOC1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	647
PCL:0015030	Inh L3-5 VIP HS3ST3A1 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 VIP HS3ST3A1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	648
PCL:0015031	Inh L5-6 VIP COL4A3 primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 VIP COL4A3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	649
PCL:0015032	Inh L1-5 VIP CD27-AS1 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-5 VIP CD27-AS1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	650
PCL:0015033	Inh L2-5 VIP BSPRY primary motor cortex GABAergic interneuron (Hsap)	Inh L2-5 VIP BSPRY	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	651
PCL:0015034	Inh L2-5 VIP SOX11 primary motor cortex GABAergic interneuron (Hsap)	Inh L2-5 VIP SOX11	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	652
PCL:0015035	Inh L3-6 VIP ZIM2-AS1 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-6 VIP ZIM2-AS1	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	653
PCL:0015036	Inh L1-5 VIP PHLDB3 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-5 VIP PHLDB3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	654
PCL:0015037	Inh L1-5 VIP LINC01013 primary motor cortex GABAergic interneuron (Hsap)	Inh L1-5 VIP LINC01013	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	655
PCL:0015038	Inh L3-6 VIP UG0898H09 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-6 VIP UG0898H09	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	656
PCL:0015039	Inh L3-5 VIP TAC3 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 VIP TAC3	CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	657
PCL:0015040	Inh L1-6 SST NPY primary motor cortex GABAergic interneuron (Hsap)	Inh L1-6 SST NPY (Sst Chodl)	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	658
PCL:0015041	Inh L3-5 SST CDH3 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 SST CDH3	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	659
PCL:0015042	Inh L5 SST RPL35AP11 primary motor cortex GABAergic interneuron (Hsap)	Inh L5 SST RPL35AP11	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	660
PCL:0015043	Inh L5-6 SST ISX primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 SST ISX	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	661
PCL:0015044	Inh L5-6 PVALB SST CRHR2 primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 PVALB SST CRHR2	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	662
PCL:0015045	Inh L3-5 SST OR5AH1P primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 SST OR5AH1P	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	663
PCL:0015046	Inh L3-5 SST GGTLC3 primary motor cortex GABAergic interneuron (Hsap)	Inh L3-5 SST GGTLC3	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	664
PCL:0015047	Inh L2-3 SST NMU primary motor cortex GABAergic interneuron (Hsap)	Inh L2-3 SST NMU	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	665
PCL:0015048	Inh L5-6 SST PAWR primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 SST PAWR	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	666
PCL:0015049	Inh L5-6 SST PIK3CD primary motor cortex GABAergic interneuron (Hsap)	Inh L5-6 SST PIK3CD	CL:4023063	medial ganglionic eminence derived interneuron	MGE derived interneuron	667
