Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	Terminal CT/ID	Terminal CT/label	Terminal CT/user_label	Markers	References
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1346, HGNC:2198, HGNC:3601	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:2192, HGNC:30927	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:11595, HGNC:6715	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1072, HGNC:1346	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:1077, HGNC:11005, HGNC:19090	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:3770, HGNC:38, HGNC:53007	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:30988, HGNC:9591	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000057	fibroblast	fibroblast	HGNC:11040	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:3690, HGNC:37261, HGNC:5318	DOI:10.1101/2022.10.12.511898
UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	CL:0000065	ependymal cell	ependymal cell	HGNC:8038	DOI:10.1101/2022.10.12.511898
UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	CL:0000065	ependymal cell	ependymal cell	HGNC:18651, HGNC:37261, HGNC:42700	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:1487, HGNC:2360, HGNC:8239	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:1487	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:12261, HGNC:27287, HGNC:8239	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:8239	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:12405, HGNC:37261	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000065	ependymal cell	ependymal cell	HGNC:28395, HGNC:37261	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000084	T cell	T cell	HGNC:1639, HGNC:21569	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:18374, HGNC:19719, HGNC:27363, HGNC:42700	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:42700, HGNC:4453, HGNC:5318	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:44915, HGNC:5318, HGNC:613	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:4235, HGNC:633	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:3180, HGNC:43436, HGNC:5318, HGNC:613	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000127	astrocyte	astrocyte	HGNC:2389, HGNC:4235	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:11740, HGNC:23091, HGNC:2389, HGNC:29268	DOI:10.1101/2022.10.12.511898
UBERON:0019264	gray matter of forebrain	gray matter of forebrain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:51662, HGNC:9086	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:10044, HGNC:20675, HGNC:51662	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:23091, HGNC:23723, HGNC:7189	DOI:10.1101/2022.10.12.511898
UBERON:0001898	hypothalamus	hypothalamus	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:23091, HGNC:43959	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:11740, HGNC:14082, HGNC:23091, HGNC:29268, HGNC:7189	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000128	oligodendrocyte	oligodendrocyte	HGNC:20707, HGNC:3432, HGNC:9086	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:3531, HGNC:7228	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:18124, HGNC:54124, HGNC:54229	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:18124, HGNC:19191, HGNC:50913	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:352, HGNC:54229	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:28416, HGNC:50913	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:2558, HGNC:54229, HGNC:8133	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:21695, HGNC:38712, HGNC:6152	DOI:10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	CL:0000129	microglial cell	microglia	HGNC:12405, HGNC:17379	DOI:10.1101/2022.10.12.511898
