Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0004645	urinary bladder urothelium	urinary bladder urothelium	basal cell of bladder urothelium		
UBERON:0004645	urinary bladder urothelium	urinary bladder urothelium	intermediate cell of bladder urothelium		
UBERON:0004645	urinary bladder urothelium	urinary bladder urothelium	superficial cell of bladder urothelium		
UBERON:0000381	urinary bladder detrusor smooth muscle	urinary bladder detrusor smooth muscle	detrusor smooth muscle cell of bladder		
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	myofibroblast cell of bladder		
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	PI16+ fibroblast cell of bladder		
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	DPT+ fibroblast cell of bladder		
UBERON:0001261	lamina propria of urinary bladder	lamina propria of urinary bladder	lipofibroblast cell of bladder		
UBERON:0012239	urinary bladder vasculature	urinary bladder vasculature	endothelial cell of bladder		
UBERON:0012239	urinary bladder vasculature	urinary bladder vasculature	vascular smooth muscle cell of bladder		
UBERON:0012239	urinary bladder vasculature	urinary bladder vasculature	pericyte cell of bladder		
