s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	30
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	26
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004241	main bronchus smooth muscle	main bronchus smooth muscle	14
CL:0017000	pulmonary ionocyte	pulmonary ionocyte	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	23
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0001956	cartilage of bronchus	cartilage of bronchus	21
CL:0019002	lung perichondrial fibroblast	lung perichondrial fibroblast	UBERON:0002182	main bronchus	extrapulmonary bronchus	22
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012416	respiratory system arterial smooth muscle	arterial system smooth muscle	32
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	34
CL:1000331	serous cell of epithelium of bronchus	serous cell of epithelium of bronchus	UBERON:8600012	submucosal gland acinus	submucosal gland acinus	17
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium	31
CL:4033003	myoepithelial cell of bronchus submucosal gland	myoepithelial cell of bronchus submucosal gland	UBERON:8600012	submucosal gland acinus	submucosal gland acinus	19
CL:4033007	brush cell of epithelium of lobar bronchus	tuft cell	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	27
CL:4033008	vein endothelial cell of respiratory system	vein endothelial cell of respiratory system	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	33
CL:4033009	goblet cell of epithelium of lobar bronchus	goblet cell of epithelium of lobar bronchus	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	29
CL:4033010	neuroendocrine cell of epithelium of lobar bronchus	neuroendocrine cell of epithelium of lobar bronchus	UBERON:0002340	epithelium of main bronchus	epithelium of main bronchus	24
CL:4033022	mucus secreting cell of bronchus submucosal gland	mucus secreting cell of bronchus submucosal gland	UBERON:8600012	submucosal gland acinus	submucosal gland acinus	18
CL:4033023	airway submucosal gland collecting duct epithelial cell	airway submucosal gland collecting duct epithelial cell	UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	16
CL:4033024	airway submucosal gland duct basal cell	airway submucosal gland duct basal cell	UBERON:8600013	submucosal gland collecting duct	submucosal gland collecting duct	20
