s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000057	fibroblast	fibroblast	UBERON:0000947	aorta	aorta	38
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002016	pulmonary vein	pulmonary vein	17
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011955	left hepatic vein	left hepatic vein	2731
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011955	left hepatic vein	left hepatic vein	2733
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006841	central vein of liver	central vein of liver	2735
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001281	hepatic sinusoid	hepatic sinusoid	2737
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:8600085	hepatic portal venule	hepatic portal venule	2740
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:8600085	hepatic portal venule	hepatic portal venule	2742
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001639	hepatic portal vein	hepatic portal vein #2	2748
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:8600085	hepatic portal venule	hepatic portal venule	2750
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:8600085	hepatic portal venule	hepatic portal venule	2754
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001639	hepatic portal vein	hepatic portal vein	2760
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035392	cystic vein	cystic vein	2762
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001639	hepatic portal vein	hepatic portal vein	2764
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014690	left gastric vein	left gastric vein	2766
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035655	paraumbilical vein	paraumbilical vein	2768
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001639	hepatic portal vein	hepatic portal vein	2770
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014691	right gastric vein	right gastric vein	2772
