s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000077	mesothelial cell	mesothelial	UBERON:0003336	serosa of duodenum	serosa	94
CL:0000077	mesothelial cell	mesothelial	UBERON:0003337	serosa of jejunum	serosa	261
CL:0000115	endothelial cell	endothelial	UBERON:0001213	intestinal villus	intestinal villus	230
CL:0000115	endothelial cell	endothelial	UBERON:0001213	intestinal villus	intestinal villus	313
CL:0000163	endocrine cell	endocrine lineage cell	UBERON:0008346	duodenal epithelium	Epithelium	60
CL:0000163	endocrine cell	endocrine	UBERON:0000400	jejunal epithelium	Epithelium	225
CL:0000584	enterocyte	enterocyte	UBERON:0008346	duodenal epithelium	Epithelium	59
CL:0000584	enterocyte	enterocytes	UBERON:0001213	intestinal villus	intestinal villus	311
CL:0000682	M cell of gut	M cell	UBERON:0001213	intestinal villus	intestinal villus	235
CL:0000682	M cell of gut	M cell	UBERON:0001213	intestinal villus	intestinal villus	318
