s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	294
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	134
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	314
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	274
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	54
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	174
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	334
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	154
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	74
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	94
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	354
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	374
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	234
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	394
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	114
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	214
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	254
CL:0000067	ciliated epithelial cell	ciliated epithelial cell	UBERON:0022355	basal layer of endometrium	stratum basalis	194
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	245
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	265
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	85
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	105
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	225
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	285
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	205
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	125
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	385
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	65
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	145
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	185
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	305
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	325
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	345
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	365
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	405
CL:0000084	T cell	T cell	UBERON:0022356	outer layer of endometrium	statum functionalis	165
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	227
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	67
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	387
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	127
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	207
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	107
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	407
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	187
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	247
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	367
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	87
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	267
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	347
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	327
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	287
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	307
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	167
CL:0000097	mast cell	mast cell	UBERON:0022356	outer layer of endometrium	statum functionalis	147
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	168
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	22
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	208
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	248
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	288
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	308
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	328
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	348
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	368
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	388
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	408
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	188
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	268
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	228
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	46
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	31
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	148
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	108
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	23
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	24
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	68
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	128
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	25
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	33
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	43
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	30
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	32
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	26
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	48
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	47
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	27
CL:0000115	endothelial cell	endothelial cell	UBERON:0022356	outer layer of endometrium	statum functionalis	88
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	28
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	29
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	44
CL:0000115	endothelial cell	endothelial cell	UBERON:0015173	helicine branch of uterine artery	arcuate artery of uterus	45
CL:0000235	macrophage	macrophage	UBERON:0022355	basal layer of endometrium	stratum basalis	100
CL:0000235	macrophage	macrophage	UBERON:0022355	basal layer of endometrium	stratum basalis	400
CL:0000235	macrophage	macrophage	UBERON:0022355	basal layer of endometrium	stratum basalis	240
CL:0000235	macrophage	macrophage	UBERON:0022355	basal layer of endometrium	stratum basalis	300
CL:0000235	macrophage	macrophage	UBERON:0022355	basal layer of endometrium	stratum basalis	280
