Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0014463	cardiac ganglion	cardiac ganglion	intrinsic cardiac ganglion TH neuron	Kawano (2003) http://dx.doi.org/10.1007/s003800300005  	http://dx.doi.org/10.1007/s003800300005 
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion TH/DBH neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V ; Kirch (1995) https://doi.org/10.1016/0006-8993(95)00299-6 	https://doi.org/10.1016/0006-8993(92)90591-V ; https://doi.org/10.1016/0006-8993(95)00299-6
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion TH neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion NPY neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V 	https://doi.org/10.1016/0006-8993(92)90591-V
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion TH/NPY neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V  ; Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006  ; Tajti (1999) https://doi.org/10.1016/S0304-3940(99)00115-9 	https://doi.org/10.1016/0006-8993(92)90591-V ; http://dx.doi.org/10.1016/j.tice.2019.04.006 ; https://doi.org/10.1016/S0304-3940(99)00115-9 
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion SST neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V 	https://doi.org/10.1016/0006-8993(92)90591-V
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion VIP neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V  ; Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	https://doi.org/10.1016/0006-8993(92)90591-V ; http://dx.doi.org/10.1016/j.tice.2019.04.006
UBERON:0001989	superior cervical ganglion	superior cervical ganglion	superior cervical ganglion CGRP neuron	Baffi (1992) https://doi.org/10.1016/0006-8993(92)90591-V 	https://doi.org/10.1016/0006-8993(92)90591-V
UBERON:0001990	middle cervical ganglion	middle cervical ganglion	middle cervical ganglion DBH neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006 
UBERON:0001990	middle cervical ganglion	middle cervical ganglion	middle cervical ganglion TH neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006 
UBERON:0001990	middle cervical ganglion	middle cervical ganglion	middle cervical ganglion TH/NPY neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006 
UBERON:0001990	middle cervical ganglion	middle cervical ganglion	middle cervical ganglion NPY neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006 
UBERON:0001990	middle cervical ganglion	middle cervical ganglion	middle cervical ganglion VIP neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006 
UBERON:0002441	cervicothoracic ganglion	cervicothoracic ganglion	cervicothoracic ganglion enkephalin neuron	Hervonen (1981) https://doi.org/10.1016/0306-4522(81)90126-3 	https://doi.org/10.1016/0306-4522(81)90126-3
UBERON:0002441	cervicothoracic ganglion	cervicothoracic ganglion	cervicothoracic ganglion TH neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006
UBERON:0002441	cervicothoracic ganglion	cervicothoracic ganglion	cervicothoracic ganglion TH/NPY neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006
UBERON:0002441	cervicothoracic ganglion	cervicothoracic ganglion	cervicothoracic ganglion VIP neuron	Kokubun (2019) http://dx.doi.org/10.1016/j.tice.2019.04.006 	http://dx.doi.org/10.1016/j.tice.2019.04.006
UBERON:0002441	cervicothoracic ganglion	cervicothoracic ganglion	cervicothoracic ganglion VAChT neuron	Ajijola (2017) http://dx.doi.org/10.1172/jci.insight.94715  	http://dx.doi.org/10.1172/jci.insight.94715 
UBERON:0000961	thoracic ganglion	thoracic ganglion	thoracic ganglion enkephalin neuron	Hervonen (1981) https://doi.org/10.1016/0306-4522(81)90126-3	https://doi.org/10.1016/0306-4522(81)90126-3
UBERON:0000961	thoracic ganglion	thoracic ganglion	thoracic ganglion TH neuron	Schalling (1989) http://dx.doi.org/10.1073/pnas.86.11.4302	http://dx.doi.org/10.1073/pnas.86.11.4302
UBERON:0000961	thoracic ganglion	thoracic ganglion	thoracic ganglion TH/NPY neuron	Schalling (1989) http://dx.doi.org/10.1073/pnas.86.11.4302	http://dx.doi.org/10.1073/pnas.86.11.4302
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	lumbar ganglion VIP neuron	Järvi (1989) DOI: 10.1007/BF00508311 	DOI: 10.1007/BF00508311 
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	lumbar ganglion SST/TH neuron	- Järvi (1987) 10.1007/BF00215411	10.1007/BF00215411
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	lumbar ganglion TH/NPY neuron	Järvi (1990)  http://dx.doi.org/10.1007/BF01885786 	http://dx.doi.org/10.1007/BF01885786 
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	lumbar ganglion TH neuron	Järvi (1990)  http://dx.doi.org/10.1007/BF01885786 	http://dx.doi.org/10.1007/BF01885786 
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	lumbar ganglion NPY neuron	Järvi (1990)  http://dx.doi.org/10.1007/BF01885786 	http://dx.doi.org/10.1007/BF01885786 
UBERON:0001807	paravertebral ganglion	paravertebral ganglion	sacral ganglion TH neuron	Takenaka (2005) http://dx.doi.org/10.1016/j.eururo.2005.02.010  	http://dx.doi.org/10.1016/j.eururo.2005.02.010 
UBERON:0001808	parasympathetic ganglion	parasympathetic ganglion	lower airway ganglion ChAT/VIP neuron	Fischer (1996) https://doi.org/10.1111/j.1749-6632.1996.tb17547.x 	https://doi.org/10.1111/j.1749-6632.1996.tb17547.x 
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion VIP neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9 	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion PHI neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9 	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion CGRP neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9  ; Del Flacco (1992) https://doi.org/10.1111/j.1749-6632.1992.tb22804.x 	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9 ; https://doi.org/10.1111/j.1749-6632.1992.tb22804.x
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion SP neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9  ; Levanti (1988) PMID: 2455503	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9 ; PMID: 2455503
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion SOM neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9 	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9
UBERON:0002262	celiac ganglion	celiac ganglion	celiac ganglion SOM/CGRP neuron	Quartu (1993) https://doi.org/10.1016/0891-0618(93)90030-8  ; Del Flacco (1993) https://doi.org/10.1016/0167-0115(93)90051-9 	https://doi.org/10.1016/0891-0618(93)90030-8 ; https://doi.org/10.1016/0167-0115(93)90051-9
UBERON:0005479	superior mesenteric ganglion	superior mesenteric ganglion	superior mesenteric ganglion SP neuron	Levanti (1988) PMID: 2455503	PMID: 2455503
UBERON:0005453	inferior mesenteric ganglion	inferior mesenteric ganglion	inferior mesenteric ganglion TH neuron	Beveridge (2016)  https://doi.org/10.1111/joa.12436 	https://doi.org/10.1111/joa.12436
UBERON:0005453	inferior mesenteric ganglion	inferior mesenteric ganglion	inferior mesenteric ganglion SP neuron	Levanti (1988) PMID: 2455503	PMID: 2455503
UBERON:0003963	otic ganglion	otic ganglion	otic ganglion nNOS neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516  ; Uddman (1999) https://doi.org/10.1016/S0006-8993(99)01260-3  	https://doi.org/10.1002/ar.21516 ; https://doi.org/10.1016/S0006-8993(99)01260-3 
UBERON:0003963	otic ganglion	otic ganglion	otic ganglion VIP neuron	Uddman (1999) https://doi.org/10.1016/S0006-8993(99)01260-3  	https://doi.org/10.1016/S0006-8993(99)01260-3 
UBERON:0002058	main ciliary ganglion	main ciliary ganglion	ciliary ganglion VIP-PHI neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516 	https://doi.org/10.1002/ar.21516
UBERON:0002058	main ciliary ganglion	main ciliary ganglion	ciliary ganglion TH neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516  ; Kirch (1995) https://doi.org/10.1016/0006-8993(95)00299-6 	https://doi.org/10.1002/ar.21516 ; https://doi.org/10.1016/0006-8993(95)00299-6 
UBERON:0002059	submandibular ganglion	submandibular ganglion	submandibular ganglion TH cholinergic neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516 	https://doi.org/10.1002/ar.21516
UBERON:0002059	submandibular ganglion	submandibular ganglion	submandibular ganglion VIP/PHI neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516 	https://doi.org/10.1002/ar.21516
UBERON:0002059	submandibular ganglion	submandibular ganglion	submandibular ganglion nNOS neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516 	https://doi.org/10.1002/ar.21516
UBERON:0003962	pterygopalatine ganglion	pterygopalatine ganglion	pterygopalatine ganglion VIP/PHI neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516	https://doi.org/10.1002/ar.21516
UBERON:0003962	pterygopalatine ganglion	pterygopalatine ganglion	pterygopalatine ganglion VIP neuron	Uddman (1999) https://doi.org/10.1016/S0006-8993(99)01260-3 	https://doi.org/10.1016/S0006-8993(99)01260-3
UBERON:0003962	pterygopalatine ganglion	pterygopalatine ganglion	pterygopalatine ganglion nNOS neuron	Kiyokawa (2011) https://doi.org/10.1002/ar.21516 ; Uddman (1999) https://doi.org/10.1016/S0006-8993(99)01260-3 	https://doi.org/10.1002/ar.21516 ; https://doi.org/10.1016/S0006-8993(99)01260-3
UBERON:0001805	autonomic ganglion	autonomic ganglion	ovarian nerve plexus ganglion TH neuron	Beveridge (2016)  https://doi.org/10.1111/joa.12436	https://doi.org/10.1111/joa.12436
