Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
ovary	ovary	UBERON:0000992	central ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central ovary			central inferior ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central inferior ovary			central inferior antimesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
ovary	ovary	UBERON:0000992	central ovary		
central ovary			central inferior ovary		
central inferior ovary			central inferior antimesenteric ovary		
central inferior antimesenteric ovary			ovarian corticomedullary junction		
central inferior ovary			central inferior mesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central inferior ovary			central inferior mesenteric ovary		
central inferior mesenteric ovary			ovarian corticomedullary junction		
central ovary			central superior ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central superior ovary			central superior antimesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central ovary			central superior ovary		
central superior ovary			central superior antimesenteric ovary		
central superior antimesenteric ovary			ovarian corticomedullary junction		
central superior ovary			central superior mesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
central superior ovary			central superior mesenteric ovary		
central superior mesenteric ovary			ovarian corticomedullary junction		
ovary	ovary	UBERON:0000992	lateral ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral ovary			lateral inferior ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral inferior ovary			lateral inferior antimesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
ovary	ovary	UBERON:0000992	lateral ovary		
lateral ovary			lateral inferior ovary		
lateral inferior ovary			lateral inferior antimesenteric ovary		
lateral inferior antimesenteric ovary			ovarian corticomedullary junction		
lateral inferior ovary			lateral inferior mesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral inferior ovary			lateral inferior mesenteric ovary		
lateral inferior mesenteric ovary			ovarian corticomedullary junction		
lateral ovary			lateral superior ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral superior ovary			lateral superior antimesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral ovary			lateral superior ovary		
lateral superior ovary			lateral superior antimesenteric ovary		
lateral superior antimesenteric ovary			ovarian corticomedullary junction		
lateral superior ovary			lateral superior mesenteric ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
lateral superior ovary			lateral superior mesenteric ovary		
lateral superior mesenteric ovary			ovarian corticomedullary junction		
ovary	ovary	UBERON:0000992	medial ovary	ISBN:9781496398949 ; PMID:4143757 ; HTTPS:DOIORG101371JOURNALPONE0055578 ; HTTPS:DOIORG1010160090825879900052 ; PMID:13774016	
