s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1038
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	841
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	843
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1083
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	856
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	858
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	860
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	862
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	864
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	866
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	868
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	870
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	839
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1081
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	885
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	887
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	889
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	891
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	893
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	895
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	897
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	1078
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	910
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	912
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	914
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	883
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	837
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	835
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	833
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	756
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	758
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	760
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	762
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	1091
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	775
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	777
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	779
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	781
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	783
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	785
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa	787
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna	789
