row_number	s	slabel	user_slabel	o	olabel	user_olabel	deltaIC
647	CL:0001035	bone cell	bone cell	UBERON:0004608	rib 9	rib 9	41.21770529543145
567	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
534	CL:0001035	bone cell	bone cell	UBERON:0004609	rib 10	rib 10	41.21770529543145
535	CL:0001035	bone cell	bone cell	UBERON:0004609	rib 10	rib 10	41.21770529543145
537	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
538	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
539	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
540	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
541	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
542	CL:0001035	bone cell	bone cell	UBERON:0004610	rib 11	rib 11	41.21770529543145
561	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
562	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
563	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
564	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
565	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
566	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
568	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
532	CL:0001035	bone cell	bone cell	UBERON:0004609	rib 10	rib 10	41.21770529543145
569	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
570	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
571	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
572	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
573	CL:0001035	bone cell	bone cell	UBERON:0004603	rib 3	rib 3	41.21770529543145
574	CL:0001035	bone cell	bone cell	UBERON:0004604	rib 4	rib 4	41.21770529543145
575	CL:0001035	bone cell	bone cell	UBERON:0004604	rib 4	rib 4	41.21770529543145
