term	image_url
CL:0000540	https://www.swissbiopics.org/api/image/Neuron_cells.svg
UBERON:0000052	http://upload.wikimedia.org/wikipedia/commons/2/21/Gray747.png
UBERON:0000935	http://upload.wikimedia.org/wikipedia/commons/b/b4/Gray744.png
UBERON:0000956	http://upload.wikimedia.org/wikipedia/commons/9/9a/Brainmaps-macaque-hippocampus.jpg
UBERON:0000956	http://upload.wikimedia.org/wikipedia/commons/7/7b/Cerebral_Cortex_location.jpg
UBERON:0000988	http://upload.wikimedia.org/wikipedia/commons/3/36/Gray768.png
UBERON:0001384	http://upload.wikimedia.org/wikipedia/commons/e/eb/Ba4.png
UBERON:0001717	http://upload.wikimedia.org/wikipedia/commons/3/30/Gray696.png
UBERON:0001870	http://upload.wikimedia.org/wikipedia/commons/b/b4/Gray729.png
UBERON:0001871	http://upload.wikimedia.org/wikipedia/commons/9/91/Gray730.png
UBERON:0001872	http://upload.wikimedia.org/wikipedia/commons/b/b2/Gray726_parietal_lobe.png
UBERON:0001874	http://upload.wikimedia.org/wikipedia/commons/3/33/BrainCaudatePutamen.svg
UBERON:0001890	http://upload.wikimedia.org/wikipedia/commons/5/54/EmbryonicBrain.svg
UBERON:0001891	http://upload.wikimedia.org/wikipedia/commons/f/f9/Human_brain_inferior_view_description.JPG
UBERON:0001896	http://upload.wikimedia.org/wikipedia/commons/6/6b/Illu_pituitary_pineal_glands.jpg
UBERON:0001898	http://upload.wikimedia.org/wikipedia/commons/9/9f/LocationOfHypothalamus.jpg
UBERON:0001899	http://upload.wikimedia.org/wikipedia/commons/c/cb/Epithalamus.png
UBERON:0001905	http://upload.wikimedia.org/wikipedia/commons/6/6b/Illu_pituitary_pineal_glands.jpg
UBERON:0001908	http://upload.wikimedia.org/wikipedia/commons/f/f6/Gray773.png
UBERON:0001943	http://upload.wikimedia.org/wikipedia/commons/b/b6/Gray712.png
UBERON:0001945	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0001946	http://upload.wikimedia.org/wikipedia/commons/2/26/Gray711.png
UBERON:0001947	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0002021	http://upload.wikimedia.org/wikipedia/commons/8/8c/Gray727_occipital_lobe.png
UBERON:0002022	http://upload.wikimedia.org/wikipedia/commons/2/2b/Gray731.png
UBERON:0002023	http://upload.wikimedia.org/wikipedia/commons/9/91/Telencephalon-Horiconatal.jpg
UBERON:0002028	http://upload.wikimedia.org/wikipedia/commons/5/54/EmbryonicBrain.svg
UBERON:0002037	https://upload.wikimedia.org/wikipedia/commons/a/a7/Cerebellum_NIH.png
UBERON:0002038	http://upload.wikimedia.org/wikipedia/commons/5/5f/Midbraincrosssection.png
UBERON:0002129	https://upload.wikimedia.org/wikipedia/commons/a/a7/Cerebellum_NIH.png
UBERON:0002150	http://upload.wikimedia.org/wikipedia/commons/9/97/Gray704.png
UBERON:0002151	http://upload.wikimedia.org/wikipedia/commons/d/dc/Lower_pons_horizontal_KB.svg
UBERON:0002152	http://upload.wikimedia.org/wikipedia/commons/2/2b/Gray705.png
UBERON:0002163	http://upload.wikimedia.org/wikipedia/commons/f/fc/Gray677.png
UBERON:0002264	http://upload.wikimedia.org/wikipedia/commons/f/f9/1543,Vesalius%27OlfactoryBulbs.jpg
UBERON:0002264	http://upload.wikimedia.org/wikipedia/commons/d/d2/1543%2CVesalius%27OlfactoryBulbs.jpg
UBERON:0002265	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray732.png
UBERON:0002285	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray734.png
UBERON:0002289	http://upload.wikimedia.org/wikipedia/commons/d/da/Cn3nucleus.png
UBERON:0002291	http://upload.wikimedia.org/wikipedia/commons/d/dc/Medulla_spinalis_-_Section_-_English.svg
UBERON:0002422	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray734.png
UBERON:0002476	https://upload.wikimedia.org/wikipedia/commons/e/ee/Brain_structure.gif
UBERON:0002477	https://upload.wikimedia.org/wikipedia/commons/e/ee/Brain_structure.gif
UBERON:0002576	http://upload.wikimedia.org/wikipedia/commons/e/e3/Human_brain_lateral_view_description.JPG
UBERON:0002581	https://upload.wikimedia.org/wikipedia/commons/6/66/Postcentral_gyrus.png
UBERON:0002600	http://upload.wikimedia.org/wikipedia/commons/7/7e/Human_brain_inferior-medial_view_description.JPG
UBERON:0002603	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray732.png
UBERON:0002623	http://upload.wikimedia.org/wikipedia/commons/e/e9/Gray689.png
UBERON:0002651	http://upload.wikimedia.org/wikipedia/commons/b/b7/Gray735.png
UBERON:0002655	http://upload.wikimedia.org/wikipedia/commons/b/b7/Gray735.png
UBERON:0002661	http://upload.wikimedia.org/wikipedia/commons/5/50/Superior_frontal_gyrus.png
UBERON:0002702	http://upload.wikimedia.org/wikipedia/commons/7/7f/Middle_frontal_gyrus.png
UBERON:0002707	http://upload.wikimedia.org/wikipedia/commons/a/ac/Gray684.png
UBERON:0002740	http://upload.wikimedia.org/wikipedia/commons/f/fe/Gray727.svg
UBERON:0002743	http://upload.wikimedia.org/wikipedia/commons/a/a4/Basal_Forebrain_Monakhos_2007.png
UBERON:0002751	http://upload.wikimedia.org/wikipedia/commons/3/35/Gray726.png
UBERON:0002756	http://upload.wikimedia.org/wikipedia/commons/2/22/Gray727_anterior_cingulate_cortex.png
UBERON:0002769	http://upload.wikimedia.org/wikipedia/commons/1/1d/Superior_temporal_gyrus.png
UBERON:0002771	http://upload.wikimedia.org/wikipedia/commons/4/49/WOROI_60_loc.png
UBERON:0002795	http://upload.wikimedia.org/wikipedia/commons/e/e3/Human_brain_lateral_view_description.JPG
UBERON:0002902	http://upload.wikimedia.org/wikipedia/commons/e/e3/Human_brain_lateral_view_description.JPG
UBERON:0002911	http://upload.wikimedia.org/wikipedia/commons/b/b3/Operculum.png
UBERON:0002943	http://upload.wikimedia.org/wikipedia/commons/a/a1/Gray727_lingual_gyrus.png
UBERON:0002967	http://upload.wikimedia.org/wikipedia/commons/d/dc/Gray727_cingulate_gyrus.png
UBERON:0002973	http://upload.wikimedia.org/wikipedia/commons/b/b1/Human_brainstem_anterior_view_2_description.JPG
UBERON:0002998	http://upload.wikimedia.org/wikipedia/commons/d/d7/Inferior_frontal_gyrus.png
UBERON:0003017	http://upload.wikimedia.org/wikipedia/commons/3/36/Substantia_innominata_MRI.PNG
UBERON:0003020	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray732.png
