Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0002264	olfactory bulb	Olfactory bulb	D2 StrioMat Hybrid MSN		
UBERON:0001894	diencephalon	diencephalon	GPe MEIS2-SOX6		
UBERON:0002743	basal forebrain	basal forebrain	AMY-SLEA-BNST GABA		
UBERON:0002743	basal forebrain	basal forebrain	AMY-SLEA-BNST D1		
UBERON:0001906	subthalamic nucleus	subthalamic nucleus (subthalamus)	SN SEMA5A		
UBERON:0001943	midbrain tegmentum	midbrain tegmentum	SN EBF2		
UBERON:0001943	midbrain tegmentum	midbrain tegmentum	OB FRMD7		
UBERON:0002037	cerebellum	cerebellum	OB Dopa-GABA		
UBERON:0002037	cerebellum	cerebellum	GPi Shell		
UBERON:0002038	substantia nigra	substantia nigra	GPi Core		
UBERON:0002038	substantia nigra	substantia nigra	SN GATA3-PVALB		
UBERON:0002038	substantia nigra	substantia nigra	GPe SOX6-CTXND1		
UBERON:0002038	substantia nigra	substantia nigra	ZI-HTH GABA		
UBERON:0002038	substantia nigra	substantia nigra	GATA3-TCF7L2		
UBERON:0002435	striatum	striatum	SN GATA3-PAX8		
UBERON:0002435	striatum	striatum	LHX6-LHX8-GBX1		
UBERON:0002435	striatum	striatum	VIP		
UBERON:0002435	striatum	striatum	LAMP5-CXCL14		
UBERON:0002435	striatum	striatum	SST-CHODL		
UBERON:0002435	striatum	striatum	SST-RSPO2		
UBERON:0002435	striatum	striatum	LYPD6-RSPO2		
UBERON:0002435	striatum	striatum	SST-ADARB2		
UBERON:0005382	dorsal striatum	dorsal striatum	LAMP5-LHX6		
UBERON:0005382	dorsal striatum	dorsal striatum	TAC3-PLPP4-LHX8		
UBERON:0005382	dorsal striatum	dorsal striatum	GPin-BF Chol		
UBERON:0005382	dorsal striatum	dorsal striatum	STR Chol		
UBERON:0005403	ventral striatum	ventral striatum	STRd Chol		
UBERON:0005403	ventral striatum	ventral striatum	GAD2 Dopa		
UBERON:0002477	medial globus pallidus	globus pallidus, internal	BF SKOR1 Glut		
UBERON:0002476	lateral globus pallidus	globus pallidus, external	VTR-HTH Glut		
UBERON:0002476	lateral globus pallidus	globus pallidus, external	PVALB-PITX2 Glut		
