s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	189
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	188
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	187
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	186
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	185
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	184
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	183
CL:0000057	fibroblast	fibroblast	UBERON:0000955	brain	brain	182
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	230
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	227
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	228
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	226
CL:0000065	ependymal cell	ependymal cell	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	224
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	223
CL:0000065	ependymal cell	ependymal cell	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	231
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	232
CL:0000065	ependymal cell	ependymal cell	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	225
CL:0000065	ependymal cell	ependymal cell	UBERON:0000955	brain	brain	229
CL:0000084	T cell	T cell	UBERON:0000955	brain	brain	159
CL:0000127	astrocyte	astrocyte	UBERON:0001898	hypothalamus	hypothalamus	222
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	221
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	220
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	219
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	217
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	214
CL:0000127	astrocyte	astrocyte	UBERON:0000955	brain	brain	218
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0001898	hypothalamus	hypothalamus	208
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	207
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	206
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	205
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	204
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	203
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	202
CL:0000128	oligodendrocyte	oligodendrocyte	UBERON:0000955	brain	brain	198
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	164
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	165
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	166
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	167
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	168
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	169
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	162
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	163
CL:0000129	microglial cell	microglia	UBERON:0000955	brain	brain	170
CL:0000236	B cell	B cell	UBERON:0000955	brain	brain	158
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	422
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	433
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	432
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	423
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	430
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	429
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0000956	cerebral cortex	cerebral cortex	428
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	427
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0002600	limbic lobe	limbic lobe	426
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0000956	cerebral cortex	cerebral cortex	425
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0000955	brain	brain	431
CL:0000402	CNS interneuron	CNS interneuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	424
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	560
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	545
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	544
CL:0000540	neuron	neuron	UBERON:0001898	hypothalamus	hypothalamus	543
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	542
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	541
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	540
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	546
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	539
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	537
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	536
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	535
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	534
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	533
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	532
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	531
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	538
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	547
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	548
CL:0000540	neuron	neuron	UBERON:0001898	hypothalamus	hypothalamus	549
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	561
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	567
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	568
CL:0000540	neuron	neuron	UBERON:0001898	hypothalamus	hypothalamus	569
CL:0000540	neuron	neuron	UBERON:0001898	hypothalamus	hypothalamus	570
CL:0000540	neuron	neuron	UBERON:0001898	hypothalamus	hypothalamus	571
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	557
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	556
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	555
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	554
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	553
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	552
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	551
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	529
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	550
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	558
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	455
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	498
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	467
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	505
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	506
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	507
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	508
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	509
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	510
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	511
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	512
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	513
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	514
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	504
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	515
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	517
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	518
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	519
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	520
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	521
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	522
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	523
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	524
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	525
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	526
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	516
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	466
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	503
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	501
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	468
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	469
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	470
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	471
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	472
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	473
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	474
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	475
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	476
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	477
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	502
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	478
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	480
CL:0000540	neuron	neuron	UBERON:0019264	gray matter of forebrain	gray matter of forebrain	492
CL:0000540	neuron	neuron	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	493
CL:0000540	neuron	neuron	UBERON:0001891	midbrain	midbrain (mesencephalon)	494
CL:0000540	neuron	neuron	UBERON:0000955	brain	brain	495
CL:0000540	neuron	neuron	UBERON:0001896	medulla oblongata	medulla oblongata	496
CL:0000540	neuron	neuron	UBERON:0000988	pons	pons	497
