Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0002371	Bone marrow	Bone marrow	Megakaryocyte (MK)		
UBERON:0002371	Bone marrow	Bone marrow	granulocyte-macrophage progenitor cell (GMP)		
UBERON:0002371	Bone marrow	Bone marrow	lympho-myeloid progenitor cell (LMPP)		
UBERON:0002371	Bone marrow	Bone marrow	Myeloid progenitor (MOP)		
UBERON:0002371	Bone marrow	Bone marrow	CD4 naïve		
UBERON:0002371	Bone marrow	Bone marrow	CD4 T cell memory		
UBERON:0002371	Bone marrow	Bone marrow	CD4 T cell effector memory CD45RA		
UBERON:0002371	Bone marrow	Bone marrow	CD8 naïve		
UBERON:0002371	Bone marrow	Bone marrow	CD8 T cell memory		
UBERON:0002371	Bone marrow	Bone marrow	CD8 T cell effector memory		
UBERON:0002371	Bone marrow	Bone marrow	mature CD8 T cell		
