s	slabel	user_slabel	o	olabel	user_olabel
FBbt:00004873	germarium region 3		FBbt:00004866	germarium	
FBbt:00048535	anterior escort cell		FBbt:00004866	germarium	
FBbt:00048536	central escort cell		FBbt:00004866	germarium	
FBbt:00048537	posterior escort cell		FBbt:00004866	germarium	
FBbt:00004905	border follicle cell		FBbt:00004894	egg chamber	
FBbt:00004906	centripetal follicle cell		FBbt:00004894	egg chamber	
FBbt:00048552	terminal follicle cell		FBbt:00004894	egg chamber	
FBbt:00048553	anterior terminal follicle cell		FBbt:00004894	egg chamber	
FBbt:00048554	posterior terminal follicle cell		FBbt:00004894	egg chamber	
FBbt:00004907	polar follicle cell		FBbt:00004894	egg chamber	
FBbt:00048555	anterior polar follicle cell		FBbt:00004894	egg chamber	
FBbt:00048556	posterior polar follicle cell		FBbt:00004894	egg chamber	
