s	slabel	user_slabel	o	olabel	user_olabel
CL:0002340	luminal cell of prostate epithelium	luminal cell of prostate epithelium	UBERON:0000428	prostate epithelium	prostate epithelium
CL:0002341	basal cell of prostate epithelium	basal cell of prostate epithelium	UBERON:0000428	prostate epithelium	prostate epithelium
CL:0002313	endocrine-paracrine cell of prostate gland	endocrine-paracrine cell of prostate gland	UBERON:0000428	prostate epithelium	prostate epithelium
CL:1000487	smooth muscle cell of prostate	smooth muscle cell of prostate	UBERON:0004184	prostate gland stroma	prostate gland stroma
CL:2000059	prostate gland microvascular endothelial cell	prostate gland microvascular endothelial cell	UBERON:0004184	prostate gland stroma	prostate gland stroma
