s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0007178	muscularis mucosae of colon	muscularis mucosa	UBERON:0007178	muscularis mucosae of colon	muscularis mucosa
UBERON:0003331	submucosa of colon	submucosa	UBERON:0003331	submucosa of colon	submucosa
UBERON:0012375	subserosa	subserosa	UBERON:0012375	subserosa	subserosa
UBERON:0003335	serosa of colon	serosa	UBERON:0003335	serosa of colon	serosa
UBERON:0012419	taenia coli	omental coli	UBERON:0012419	taenia coli	omental coli
UBERON:0000397	colonic epithelium	lymphocyte	UBERON:0000397	colonic epithelium	lymphocyte
UBERON:0007177	lamina propria of mucosa of colon	lamina propria	UBERON:0007177	lamina propria of mucosa of colon	lamina propria
UBERON:0005742	adventitia	adventitia	UBERON:0005742	adventitia	adventitia
UBERON:0001003	skin epidermis	epidermis	UBERON:0001003	skin epidermis	epidermis
UBERON:0001153	caecum	cecum	UBERON:0000059	large intestine	large intestine
UBERON:0001156	ascending colon	ascending colon	UBERON:0000059	large intestine	large intestine
UBERON:0022277	hepatic flexure of colon	hepatic flexure	UBERON:0000059	large intestine	large intestine
UBERON:0001157	transverse colon	transverse colon	UBERON:0000059	large intestine	large intestine
UBERON:0022276	splenic flexure of colon	splenic flexure	UBERON:0000059	large intestine	large intestine
UBERON:0001158	descending colon	descending colon	UBERON:0000059	large intestine	large intestine
UBERON:0001159	sigmoid colon	sigmoid colon	UBERON:0000059	large intestine	large intestine
UBERON:0001052	rectum	rectum	UBERON:0000059	large intestine	large intestine
UBERON:0002073	hair follicle	hair follicle	UBERON:0002067	dermis	dermis
