s	slabel	user_slabel	o	olabel	user_olabel
CL:0000748	retinal bipolar neuron	ON Bipolar Cells	CL:0000540	neuron	photoreceptor
CL:0000287	eye photoreceptor cell	Rods	CL:0000540	neuron	photoreceptor
CL:0000573	retinal cone cell	Cone	CL:0000287	eye photoreceptor cell	Rods
CL:0000604	retinal rod cell	Rods	CL:0000287	eye photoreceptor cell	Rods
UBERON:0000966	retina	Retina	UBERON:0000970	eye	Eye
UBERON:0001791	inner nuclear layer of retina	inner nuclear layer	UBERON:0000966	retina	Retina
UBERON:0001789	outer nuclear layer of retina	outer nuclear layer	UBERON:0000966	retina	Retina
UBERON:0001792	ganglionic layer of retina	Retinal ganglion cell layer	UBERON:0000966	retina	Retina
UBERON:0000965	lens of camera-type eye	Lens	UBERON:0000970	eye	Eye
UBERON:0001782	pigmented layer of retina	retinal pigmented epithelium	UBERON:0000966	retina	Retina
UBERON:0000964	cornea	Cornea	UBERON:0000970	eye	Eye
UBERON:0003952	anterior stroma of cornea	anterior stroma of cornea	UBERON:0000964	cornea	Cornea
