s	slabel	user_slabel	o	olabel	user_olabel
CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell of the coronary artery	UBERON:0011820	atrioventricular region	atrioventricular region
CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell of the coronary artery	UBERON:0001625	right coronary artery	right coronary artery
CL:0002592	smooth muscle cell of the coronary artery	smooth muscle cell of the coronary artery	UBERON:0035374	small cardiac vein	small cardiac vein
CL:1000147	heart valve cell	heart valve cell	UBERON:0002080	heart right ventricle	heart right ventricle
CL:1000477	cardiac pacemaker cell of sinoatrial node	cardiac pacemaker cell of sinoatrial node	UBERON:0002353	bundle of His	atrioventricular bundle
CL:1000477	cardiac pacemaker cell of sinoatrial node	cardiac pacemaker cell of sinoatrial node	UBERON:0002352	atrioventricular node	atrioventricular node
CL:1000477	cardiac pacemaker cell of sinoatrial node	cardiac pacemaker cell of sinoatrial node	UBERON:0002079	left cardiac atrium	left cardiac atrium
CL:2000066	cardiac ventricle fibroblast	cardiac ventricle fibroblast	UBERON:0002049	vasculature	vasculature
CL:2000066	cardiac ventricle fibroblast	cardiac ventricle fibroblast	UBERON:0006566	left ventricle myocardium	left ventricle myocardium
CL:2000066	cardiac ventricle fibroblast	cardiac ventricle fibroblast	UBERON:0006567	right ventricle myocardium	right ventricle myocardium
CL:2000067	cardiac atrium fibroblast	cardiac atrium fibroblast	UBERON:0002078	right cardiac atrium	right cardiac atrium
CL:2000067	cardiac atrium fibroblast	cardiac atrium fibroblast	UBERON:0002049	vasculature	vasculature
CL:2000067	cardiac atrium fibroblast	cardiac atrium fibroblast	UBERON:0002079	left cardiac atrium	left cardiac atrium
UBERON:0001625	right coronary artery	right coronary artery	UBERON:0011820	atrioventricular region	atrioventricular region
UBERON:0001979	venule	venule	UBERON:0002080	heart right ventricle	heart right ventricle
UBERON:0001979	venule	venule	UBERON:0002084	heart left ventricle	heart left ventricle
UBERON:0001979	venule	venule	UBERON:0002079	left cardiac atrium	left cardiac atrium
UBERON:0001979	venule	venule	UBERON:0002094	interventricular septum	interventricular septum
UBERON:0001982	capillary	capillary	UBERON:0002080	heart right ventricle	heart right ventricle
UBERON:0001982	capillary	capillary	UBERON:0002084	heart left ventricle	heart left ventricle
UBERON:0001982	capillary	capillary	UBERON:0002079	left cardiac atrium	left cardiac atrium
UBERON:0001982	capillary	capillary	UBERON:0002094	interventricular septum	interventricular septum
UBERON:0002049	vasculature	vasculature	UBERON:0002080	heart right ventricle	heart right ventricle
UBERON:0002049	vasculature	vasculature	UBERON:0002079	left cardiac atrium	left cardiac atrium
UBERON:0002049	vasculature	vasculature	UBERON:0002084	heart left ventricle	heart left ventricle
UBERON:0002049	vasculature	vasculature	UBERON:0002078	right cardiac atrium	right cardiac atrium
UBERON:0002352	atrioventricular node	atrioventricular node	UBERON:0011820	atrioventricular region	atrioventricular region
UBERON:0002353	bundle of His	atrioventricular bundle	UBERON:0002094	interventricular septum	interventricular septum
UBERON:0005438	coronary sinus	coronary sinus	UBERON:0011820	atrioventricular region	atrioventricular region
UBERON:0006958	great vein of heart	great cardiac vein	UBERON:0002094	interventricular septum	interventricular septum
UBERON:0009687	middle cardiac vein	middle cardiac vein	UBERON:0002094	interventricular septum	interventricular septum
UBERON:0035374	small cardiac vein	small cardiac vein	UBERON:0011820	atrioventricular region	atrioventricular region
UBERON:0035422	circumflex branch of left coronary artery	circumflex branch of left coronary artery	UBERON:0011820	atrioventricular region	atrioventricular region
