term	image_url
UBERON:0003724	http://upload.wikimedia.org/wikipedia/commons/a/a7/Nerves_of_the_left_upper_extremity.gif
UBERON:0001785	http://upload.wikimedia.org/wikipedia/commons/1/18/Brain_human_normal_inferior_view_with_labels_en-2.svg
UBERON:0001493	Brachial:plexus.jpg
UBERON:0001644	Trochlear:nerve.png
UBERON:0008833	http://upload.wikimedia.org/wikipedia/commons/d/dc/Gray805.png
UBERON:0001648	http://upload.wikimedia.org/wikipedia/commons/7/7d/Gray789.png
UBERON:0000375	http://upload.wikimedia.org/wikipedia/commons/4/4d/Gray781.png
UBERON:0001646	Abducens:nerve1.png
UBERON:0001759	http://upload.wikimedia.org/wikipedia/commons/5/5e/Gray791.png
UBERON:0001493	http://upload.wikimedia.org/wikipedia/commons/e/ea/Brachial_plexus_2.svg
UBERON:0001647	http://upload.wikimedia.org/wikipedia/commons/1/1f/Cranial_nerve_VII.svg
UBERON:0001645	Gray778:Trigeminal.png
UBERON:0001492	http://upload.wikimedia.org/wikipedia/commons/e/e2/Gray818.png
UBERON:0001579	http://upload.wikimedia.org/wikipedia/commons/b/be/Gray771.png
UBERON:0001148	http://upload.wikimedia.org/wikipedia/commons/a/a7/Nerves_of_the_left_upper_extremity.gif
UBERON:0001780	Spinal:nerve.svg
UBERON:0001494	Brachial:plexus.jpg
UBERON:0000010	http://upload.wikimedia.org/wikipedia/commons/b/ba/Nervous_system_diagram.png
UBERON:0001322	http://upload.wikimedia.org/wikipedia/commons/3/3a/Gray1244.png
UBERON:0000377	http://upload.wikimedia.org/wikipedia/commons/a/a9/Gray779.png
UBERON:0001649	http://upload.wikimedia.org/wikipedia/commons/5/5e/Gray791.png
UBERON:0001814	http://upload.wikimedia.org/wikipedia/commons/3/3a/Gray808.png
UBERON:0001643	http://upload.wikimedia.org/wikipedia/commons/6/69/Gray776.png
UBERON:0001785	http://upload.wikimedia.org/wikipedia/commons/8/84/Brain_human_normal_inferior_view_with_labels_en.svg
UBERON:0001650	http://upload.wikimedia.org/wikipedia/commons/e/ef/Gray794.png
UBERON:0001494	http://upload.wikimedia.org/wikipedia/commons/e/ea/Brachial_plexus_2.svg
UBERON:0001814	http://upload.wikimedia.org/wikipedia/commons/c/c9/Brachial_plexus_color.svg
UBERON:0001884	http://upload.wikimedia.org/wikipedia/commons/3/3c/Gray806.png
UBERON:0003725	http://upload.wikimedia.org/wikipedia/commons/2/20/Gray784.png
