s	slabel	user_slabel	o	olabel	user_olabel
FBbt:00004897	peritoneal sheath muscle cell		FBbt:00004896	ovarian sheath	
FBbt:00005406	ovarian sheath cell		FBbt:00047051	inner layer of ovarian sheath	
