s	slabel	user_slabel	o	olabel	user_olabel
CL:0000503	theca cell	theca cell	UBERON:0000157	theca interna	theca interna
CL:0000503	theca cell	theca cell	UBERON:0000156	theca externa	theca externa
CL:0000503	theca cell	theca cell	UBERON:0002512	corpus luteum	corpus luteum
CL:0000654	primary oocyte	primary oocyte	UBERON:0003982	mature ovarian follicle	ovulatory antral follicle
CL:0000654	primary oocyte	primary oocyte	UBERON:0000036	secondary ovarian follicle	secondary ovarian follicle
CL:0000654	primary oocyte	primary oocyte	UBERON:0000035	primary ovarian follicle	primary ovarian follicle
CL:0000654	primary oocyte	primary oocyte	UBERON:0007180	atretic follicle of ovary	atretic follicle of ovary
CL:0000654	primary oocyte	primary oocyte	UBERON:0001305	ovarian follicle	ovarian follicle
CL:0000654	primary oocyte	primary oocyte	UBERON:0003981	primordial ovarian follicle	primordial ovarian follicle
CL:0000711	cumulus cell	cumulus granulosa cell	UBERON:0005170	granulosa cell layer	granulosa cell layer
UBERON:0000038	follicular fluid	follicular fluid	UBERON:0000039	follicular antrum	follicular antrum
UBERON:0000039	follicular antrum	follicular antrum	UBERON:2001571	postovulatory follicle	postovulatory follicle
UBERON:0000039	follicular antrum	follicular antrum	UBERON:0003982	mature ovarian follicle	ovulatory antral follicle
UBERON:0000086	zona pellucida	zona pellucida	UBERON:0003982	mature ovarian follicle	ovulatory antral follicle
UBERON:0000155	theca cell layer	theca cell layer	UBERON:2001571	postovulatory follicle	postovulatory follicle
UBERON:0000155	theca cell layer	theca cell layer	UBERON:0007180	atretic follicle of ovary	atretic follicle of ovary
UBERON:0000155	theca cell layer	theca cell layer	UBERON:0003982	mature ovarian follicle	ovulatory antral follicle
UBERON:0000450	corpus albicans	corpus albicans	UBERON:0013191	ovarian cortex	ovarian cortex
UBERON:0001305	ovarian follicle	ovarian follicle	UBERON:0013191	ovarian cortex	ovarian cortex
UBERON:0002512	corpus luteum	corpus luteum	UBERON:0013191	ovarian cortex	ovarian cortex
UBERON:0003315	mesenchyme of ovary	mesenchyme of ovary	UBERON:0006960	Ovarian stroma	ovarian interstitia
UBERON:0005170	granulosa cell layer	granulosa cell layer	UBERON:0001306	cumulus oophorus	cumulus oophorus
UBERON:0006960	ovary stroma	ovary stroma	UBERON:0013191	ovarian cortex	ovarian cortex
