term	image_url
UBERON:0001306	http://upload.wikimedia.org/wikipedia/commons/3/3a/Gray1164.png
UBERON:0001342	http://upload.wikimedia.org/wikipedia/commons/e/e7/Gray1111.png
UBERON:0000086	http://upload.wikimedia.org/wikipedia/commons/8/81/Gray3.png
UBERON:0001305	Primary:follicle-4.JPG
UBERON:0000992	http://upload.wikimedia.org/wikipedia/commons/d/d4/Gray589.png
UBERON:0001305	http://upload.wikimedia.org/wikipedia/commons/c/ca/Human_ovarian_follicle.jpg
UBERON:0000037	Primary:follicle-4.JPG
UBERON:0000156	http://upload.wikimedia.org/wikipedia/commons/5/50/Mature_Graffian_follicle.jpg
UBERON:0002512	http://upload.wikimedia.org/wikipedia/commons/5/57/Folliclesinovary.jpg
UBERON:0000038	http://upload.wikimedia.org/wikipedia/commons/8/81/Gray3.png
UBERON:0000992	Female:anatomy.png
