s	slabel	user_slabel	o	olabel	user_olabel
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035322	right common iliac artery	right common iliac artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001185	right renal artery	right renal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001188	right testicular artery	right testicular artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001182	superior mesenteric artery	superior mesenteric artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005628	ileal artery	ileal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001197	ileocolic artery	ileocolic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001195	inferior pancreaticoduodenal artery	inferior pancreaticoduodenal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001196	middle colic artery	middle colic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001187	testicular artery	testicular artery
UBERON:0035539	esophageal artery	esophageal artery	UBERON:0002345	descending thoracic aorta	descending thoracic aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035539	esophageal artery	esophageal artery
UBERON:0001561	subcostal artery	subcostal artery	UBERON:0002345	descending thoracic aorta	descending thoracic aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001561	subcostal artery	subcostal artery
UBERON:0013133	superior phrenic artery	superior phrenic artery	UBERON:0002345	descending thoracic aorta	descending thoracic aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013133	superior phrenic artery	superior phrenic artery
UBERON:0001536	left common carotid artery plus branches	left common carotid artery plus branches	UBERON:0001508	arch of aorta	arch of aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001536	left common carotid artery plus branches	left common carotid artery plus branches
UBERON:0001584	left subclavian artery	left subclavian artery	UBERON:0001508	arch of aorta	arch of aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001584	left subclavian artery	left subclavian artery
UBERON:0001533	subclavian artery	subclavian artery	UBERON:0001508	arch of aorta	arch of aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001533	subclavian artery	subclavian artery
UBERON:0001394	axillary artery	axillary artery	UBERON:0001533	subclavian artery	subclavian artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001394	axillary artery	axillary artery
UBERON:0001398	brachial artery	brachial artery	UBERON:0001394	axillary artery	axillary artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001398	brachial artery	brachial artery
UBERON:0001399	deep brachial artery	deep brachial artery	UBERON:0001398	brachial artery	brachial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001399	deep brachial artery	deep brachial artery
UBERON:0001404	radial artery	radial artery	UBERON:0001398	brachial artery	brachial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001404	radial artery	radial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002454	dorsal metacarpal artery	dorsal metacarpal artery
UBERON:0006146	dorsal digital artery of manus	dorsal digital artery of manus	UBERON:0002454	dorsal metacarpal artery	dorsal metacarpal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006146	dorsal digital artery of manus	dorsal digital artery of manus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006564	superficial palmar arch	superficial palmar arch
UBERON:0001410	common palmar digital artery	common palmar digital artery	UBERON:0006564	superficial palmar arch	superficial palmar arch
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001410	common palmar digital artery	common palmar digital artery
UBERON:0006137	proper palmar digital artery	proper palmar digital artery	UBERON:0001410	common palmar digital artery	common palmar digital artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006137	proper palmar digital artery	proper palmar digital artery
UBERON:0001406	ulnar artery	ulnar artery	UBERON:0001398	brachial artery	brachial artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001406	ulnar artery	ulnar artery
UBERON:0002249	median artery	median artery	UBERON:0001406	ulnar artery	ulnar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002249	median artery	median artery
UBERON:0006564	superficial palmar arch #2	superficial palmar arch	UBERON:0001406	ulnar artery	ulnar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006564	superficial palmar arch #2	superficial palmar arch
UBERON:0001396	lateral thoracic artery	lateral thoracic artery	UBERON:0001394	axillary artery	axillary artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001396	lateral thoracic artery	lateral thoracic artery
UBERON:0001397	subscapular artery	subscapular artery	UBERON:0001394	axillary artery	axillary artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001397	subscapular artery	subscapular artery
UBERON:0002011	thoracodorsal artery	thoracodorsal artery	UBERON:0001397	subscapular artery	subscapular artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002011	thoracodorsal artery	thoracodorsal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035273	superior thoracic artery	superior thoracic artery
UBERON:0001395	thoraco-acromial artery	thoraco-acromial artery	UBERON:0001394	axillary artery	axillary artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001395	thoraco-acromial artery	thoraco-acromial artery
UBERON:0004688	costo-cervical trunk	costo-cervical trunk	UBERON:0001533	subclavian artery	subclavian artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0004688	costo-cervical trunk	costo-cervical trunk
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012321	deep cervical artery	deep cervical artery
UBERON:0006198	dorsal intercostal artery	dorsal intercostal artery	UBERON:0004688	costo-cervical trunk	costo-cervical trunk
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006198	dorsal intercostal artery	dorsal intercostal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002456	internal thoracic artery	internal thoracic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006632	musculo-phrenic artery	musculo-phrenic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007153	superior epigastric artery	superior epigastric artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0018243	thymic artery	thymic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007149	inferior thyroid artery	inferior thyroid artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012322	ascending cervical artery	ascending cervical artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012324	transverse cervical artery	transverse cervical artery
UBERON:0001071	superficial cervical artery	superficial cervical artery	UBERON:0012324	transverse cervical artery	transverse cervical artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001071	superficial cervical artery	superficial cervical artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001535	vertebral artery	vertebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005431	anterior spinal artery	anterior spinal artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001633	basilar artery	basilar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009689	anterior inferior cerebellar artery	anterior inferior cerebellar artery
UBERON:0018231	labyrinthine artery	labyrinthine artery	UBERON:0009689	anterior inferior cerebellar artery	anterior inferior cerebellar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0018231	labyrinthine artery	labyrinthine artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002505	spiral modiolar artery	spiral modiolar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001636	posterior cerebral artery	posterior cerebral artery
UBERON:0035183	calcarine artery	calcarine artery	UBERON:0001636	posterior cerebral artery	posterior cerebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035183	calcarine artery	calcarine artery
UBERON:0001634	mesencephalic artery	mesencephalic artery	UBERON:0001636	posterior cerebral artery	posterior cerebral artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001634	mesencephalic artery	mesencephalic artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001635	superior cerebellar artery	superior cerebellar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009688	posterior inferior cerebellar artery	posterior inferior cerebellar artery
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007146	posterior spinal artery	posterior spinal artery
UBERON:0001626	left coronary artery	left coronary artery	UBERON:0001496	ascending aorta	ascending aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001626	left coronary artery	left coronary artery
UBERON:0001625	right coronary artery	right coronary artery	UBERON:0001496	ascending aorta	ascending aorta
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001625	right coronary artery	right coronary artery
CL:0010008	cardiac endothelial cell	cardiac endothelial cell	UBERON:0002078	right cardiac atrium	right cardiac atrium
UBERON:0005438	coronary sinus	coronary sinus	UBERON:0002078	right cardiac atrium	right cardiac atrium
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005438	coronary sinus	coronary sinus
UBERON:0006958	great vein of heart	great vein of heart	UBERON:0005438	coronary sinus	coronary sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006958	great vein of heart	great vein of heart
UBERON:0009687	middle cardiac vein	middle cardiac vein	UBERON:0005438	coronary sinus	coronary sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009687	middle cardiac vein	middle cardiac vein
UBERON:0035374	small cardiac vein	small cardiac vein	UBERON:0005438	coronary sinus	coronary sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035374	small cardiac vein	small cardiac vein
UBERON:0001072	posterior vena cava	posterior vena cava	UBERON:0002078	right cardiac atrium	right cardiac atrium
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001072	posterior vena cava	posterior vena cava
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001139	common iliac vein	common iliac vein
UBERON:0001316	external iliac vein	external iliac vein	UBERON:0001139	common iliac vein	common iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001316	external iliac vein	external iliac vein
UBERON:0001360	deep circumflex iliac vein	deep circumflex iliac vein	UBERON:0001316	external iliac vein	external iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001360	deep circumflex iliac vein	deep circumflex iliac vein
UBERON:0001361	femoral vein	femoral vein	UBERON:0001316	external iliac vein	external iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001361	femoral vein	femoral vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001363	great saphenous vein	great saphenous vein
UBERON:0009048	deep external pudendal vein	deep external pudendal vein	UBERON:0001363	great saphenous vein	great saphenous vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009048	deep external pudendal vein	deep external pudendal vein
UBERON:0018253	external pudendal vein	external pudendal vein	UBERON:0001363	great saphenous vein	great saphenous vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0018253	external pudendal vein	external pudendal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001550	medial marginal vein	medial marginal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014692	superficial epigastric vein	superficial epigastric vein
UBERON:0009049	superficial external pudendal vein	superficial external pudendal vein	UBERON:0001363	great saphenous vein	great saphenous vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009049	superficial external pudendal vein	superficial external pudendal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035234	medial circumflex femoral vein	medial circumflex femoral vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001544	popliteal vein	popliteal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001545	anterior tibial vein	anterior tibial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001549	dorsal metatarsal vein	dorsal metatarsal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013143	gastrocnemius vein	gastrocnemius vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013142	soleal vein	soleal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001546	posterior tibial vein	posterior tibial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006139	plantar digital vein	plantar digital vein
UBERON:0006144	medial plantar digital vein	medial plantar digital vein	UBERON:0001546	posterior tibial vein	posterior tibial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006144	medial plantar digital vein	medial plantar digital vein
UBERON:0013142	soleal vein #2	soleal vein	UBERON:0001546	posterior tibial vein	posterior tibial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013142	soleal vein #2	soleal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001547	small saphenous vein	small saphenous vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001548	lateral marginal vein	lateral marginal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0013144	vein of genicular venous plexus	vein of genicular venous plexus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007154	inferior epigastric vein	inferior epigastric vein
UBERON:0001320	iliolumbar vein	iliolumbar vein	UBERON:0001139	common iliac vein	common iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001320	iliolumbar vein	iliolumbar vein
UBERON:0001317	internal iliac vein	internal iliac vein	UBERON:0001139	common iliac vein	common iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001317	internal iliac vein	internal iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006690	deep dorsal vein of clitoris	deep dorsal vein of clitoris
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006656	deep dorsal vein of penis	deep dorsal vein of penis
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001318	inferior vesical vein	inferior vesical vein
UBERON:0018252	internal pudendal vein	internal pudendal vein	UBERON:0001317	internal iliac vein	internal iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0018252	internal pudendal vein	internal pudendal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001321	obturator vein	obturator vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001362	perineal vein	perineal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006355	superior vesical vein	superior vesical vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0008889	uterine venous plexus	uterine venous plexus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001319	vaginal vein	vaginal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002460	vesical vein	vesical vein
UBERON:0006687	median sacral vein	median sacral vein	UBERON:0001139	common iliac vein	common iliac vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006687	median sacral vein	median sacral vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001143	hepatic vein	hepatic vein
UBERON:0006841	central vein of liver	central vein of liver	UBERON:0001143	hepatic vein	hepatic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006841	central vein of liver	central vein of liver
UBERON:0001281	hepatic sinusoid	hepatic sinusoid	UBERON:0006841	central vein of liver	central vein of liver
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001281	hepatic sinusoid	hepatic sinusoid
UBERON:0001639	hepatic portal vein	hepatic portal vein	UBERON:0001281	hepatic sinusoid	hepatic sinusoid
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001639	hepatic portal vein	hepatic portal vein
UBERON:0035392	cystic vein	cystic vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035392	cystic vein	cystic vein
UBERON:0014690	left gastric vein	left gastric vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014690	left gastric vein	left gastric vein
UBERON:0035655	paraumbilical vein	paraumbilical vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035655	paraumbilical vein	paraumbilical vein
UBERON:0014691	right gastric vein	right gastric vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014691	right gastric vein	right gastric vein
UBERON:0003713	splenic vein	splenic vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003713	splenic vein	splenic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001215	inferior mesenteric vein	inferior mesenteric vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001214	pancreatic tributary of splenic vein	pancreatic tributary of splenic vein
UBERON:0010400	spleen trabecular vein	spleen trabecular vein	UBERON:0003713	splenic vein	splenic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010400	spleen trabecular vein	spleen trabecular vein
UBERON:0003910	splenic sinusoid	splenic sinusoid	UBERON:0010400	spleen trabecular vein	spleen trabecular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003910	splenic sinusoid	splenic sinusoid
UBERON:0001138	superior mesenteric vein	superior mesenteric vein	UBERON:0001639	hepatic portal vein	hepatic portal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001138	superior mesenteric vein	superior mesenteric vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001217	ileal vein	ileal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001219	ileocolic vein	ileocolic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001216	jejunal vein	jejunal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001218	middle colic vein	middle colic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011955	left hepatic vein	left hepatic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001142	left renal vein	left renal vein
UBERON:0035483	left suprarenal vein	left suprarenal vein	UBERON:0001142	left renal vein	left renal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035483	left suprarenal vein	left suprarenal vein
UBERON:0000443	left testicular vein	left testicular vein	UBERON:0001142	left renal vein	left renal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0000443	left testicular vein	left testicular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011957	middle hepatic vein	middle hepatic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001140	renal vein	renal vein
UBERON:0009887	interlobar vein	interlobar vein	UBERON:0001140	renal vein	renal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0009887	interlobar vein	interlobar vein
UBERON:0004719	kidney arcuate vein	kidney arcuate vein	UBERON:0009887	interlobar vein	interlobar vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0004719	kidney arcuate vein	kidney arcuate vein
UBERON:0005168	renal interlobular vein	renal interlobular vein	UBERON:0004719	kidney arcuate vein	kidney arcuate vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0005168	renal interlobular vein	renal interlobular vein
UBERON:0010181	straight venules of kidney	straight venules of kidney	UBERON:0004719	kidney arcuate vein	kidney arcuate vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0010181	straight venules of kidney	straight venules of kidney
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011956	right hepatic vein	right hepatic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001141	right renal vein	right renal vein
UBERON:0035435	right suprarenal vein	right suprarenal vein	UBERON:0001072	posterior vena cava	posterior vena cava
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035435	right suprarenal vein	right suprarenal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0000442	right testicular vein	right testicular vein
UBERON:0001330	pampiniform plexus	pampiniform plexus	UBERON:0000442	right testicular vein	right testicular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001330	pampiniform plexus	pampiniform plexus
UBERON:0001585	anterior vena cava	anterior vena cava	UBERON:0002078	right cardiac atrium	right cardiac atrium
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001585	anterior vena cava	anterior vena cava
UBERON:0001594	azygos vein	azygos vein	UBERON:0001585	anterior vena cava	anterior vena cava
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006665	accessory hemiazygos vein	accessory hemiazygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0006663	hemiazygos vein	hemiazygos vein
UBERON:0035252	left subcostal vein	left subcostal vein	UBERON:0006663	hemiazygos vein	hemiazygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035252	left subcostal vein	left subcostal vein
UBERON:0012199	posterior intercostal vein	posterior intercostal vein	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012199	posterior intercostal vein	posterior intercostal vein
UBERON:0035474	right subcostal vein	right subcostal vein	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035474	right subcostal vein	right subcostal vein
UBERON:0012196	right superior intercostal vein	right superior intercostal vein	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012196	right superior intercostal vein	right superior intercostal vein
UBERON:0012194	superior intercostal vein	superior intercostal vein	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012194	superior intercostal vein	superior intercostal vein
UBERON:0012237	superior phrenic vein	superior phrenic vein	UBERON:0001594	azygos vein	azygos vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0012237	superior phrenic vein	superior phrenic vein
UBERON:0003711	brachiocephalic vein	brachiocephalic vein	UBERON:0001585	anterior vena cava	anterior vena cava
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003711	brachiocephalic vein	brachiocephalic vein
UBERON:0007156	inferior thyroid vein	inferior thyroid vein	UBERON:0003711	brachiocephalic vein	brachiocephalic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007156	inferior thyroid vein	inferior thyroid vein
UBERON:0001586	internal jugular vein	internal jugular vein	UBERON:0003711	brachiocephalic vein	brachiocephalic vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001586	internal jugular vein	internal jugular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001656	retromandibular vein	retromandibular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001660	maxillary vein	maxillary vein
UBERON:0014685	pterygoid plexus	pterygoid plexus	UBERON:0001660	maxillary vein	maxillary vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014685	pterygoid plexus	pterygoid plexus
UBERON:0001661	deep temporal vein	deep temporal vein	UBERON:0014685	pterygoid plexus	pterygoid plexus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001661	deep temporal vein	deep temporal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001658	middle temporal vein	middle temporal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001657	superficial temporal vein	superficial temporal vein
UBERON:0001659	transverse facial vein	transverse facial vein	UBERON:0001657	superficial temporal vein	superficial temporal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001659	transverse facial vein	transverse facial vein
UBERON:0001659	transverse facial vein #2	transverse facial vein	UBERON:0001656	retromandibular vein	retromandibular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001659	transverse facial vein #2	transverse facial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001653	facial vein	facial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014686	angular vein	angular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0002459	inferior palpebral vein	inferior palpebral vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0014768	superior palpebral vein	superior palpebral vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001654	supraorbital vein	supraorbital vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035659	deep facial vein	deep facial vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003478	vein of lower lip	vein of lower lip
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0035662	parotid vein	parotid vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001655	submental vein	submental vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003477	vein of upper lip	vein of upper lip
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0034982	inferior bulb of internal jugular vein	inferior bulb of internal jugular vein
UBERON:0007160	inferior petrosal sinus	inferior petrosal sinus	UBERON:0001586	internal jugular vein	internal jugular vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0007160	inferior petrosal sinus	inferior petrosal sinus
UBERON:0003712	cavernous sinus	cavernous sinus	UBERON:0007160	inferior petrosal sinus	inferior petrosal sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0003712	cavernous sinus	cavernous sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0001673	central retinal vein	central retinal vein
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0036300	tributary of central retinal vein	tributary of central retinal vein
UBERON:0011193	inferior ophthalmic vein	inferior ophthalmic vein	UBERON:0003712	cavernous sinus	cavernous sinus
CL:0000071	blood vessel endothelial cell	blood vessel endothelial cell	UBERON:0011193	inferior ophthalmic vein	inferior ophthalmic vein
UBERON:0035547	posterior ciliary vein	posterior ciliary vein	UBERON:0011193	inferior ophthalmic vein	inferior ophthalmic vein
