s	slabel	user_slabel	o	olabel	user_olabel
CL:0000158	club cell	club cell of bronchiole	UBERON:0001955	epithelium of respiratory bronchiole	epithelium of respiratory bronchiole
CL:0000158	club cell	club cell of bronchiole	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium
CL:0000158	club cell	club cell of bronchiole	UBERON:0002051	epithelium of bronchiole	epithelium of bronchiole
CL:0000158	club cell	club cell of bronchiole	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:0000185	myoepithelial cell	myoepithelial cell	UBERON:0005203	trachea gland	tracheal submucosal gland
CL:0000185	myoepithelial cell	myoepithelial cell	UBERON:8410043	bronchus submucosal gland	bronchial submucosal gland
CL:0000185	myoepithelial cell	myoepithelial cell	UBERON:8410043	bronchus submucosal gland	bronchus submucosal gland
CL:0000186	myofibroblast cell	secondary crest myofibroblasts	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004517	smooth muscle tissue of respiratory bronchiole	smooth muscle tissue of respiratory bronchiole
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004516	smooth muscle tissue of terminal bronchiole	smooth muscle tissue of terminal bronchiole
CL:0000192	smooth muscle cell	airway smooth muscle cells	UBERON:0004515	smooth muscle tissue of bronchiole	smooth muscle tissue of bronchiole
CL:0000313	serous secreting cell	serous cell of submucosal glands	UBERON:8410043	bronchus submucosal gland	bronchial submucosal gland
CL:0000313	serous secreting cell	serous cell of submucosal glands	UBERON:0005203	trachea gland	tracheal submucosal gland
CL:0000313	serous secreting cell	serous cell of submucosal glands	UBERON:8410043	bronchus submucosal gland	bronchus submucosal gland
CL:0000763	myeloid cell	myeloid cell	UBERON:0002405	immune system	immune system
CL:0002062	type I pneumocyte	type I pneumocyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0002063	type II pneumocyte	type II pneumocyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0002145	ciliated columnar cell of tracheobronchial tree	ciliated columnar cell of tracheobronchial tree	UBERON:0001901	epithelium of trachea	epithelium of trachea
CL:0002208	brush cell of bronchus	brush cell of bronchus	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002208	brush cell of bronchus	brush cell of bronchus	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002208	brush cell of bronchus	brush cell of bronchus	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002329	basal epithelial cell of tracheobronchial tree	basal epithelial cell of tracheobronchial tree	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0002332	ciliated cell of the bronchus	ciliated cell of the bronchus	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:0002543	vein endothelial cell	vein endothelial cell	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium
CL:0002543	vein endothelial cell	vein endothelial cell	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium
CL:0002591	smooth muscle cell of the pulmonary artery	smooth muscle cell of pulmonary artery	UBERON:0012416	respiratory system arterial smooth muscle	respiratory system arterial smooth muscle
CL:0002591	smooth muscle cell of the pulmonary artery	smooth muscle cell of pulmonary artery	UBERON:0036422	wall of pulmonary artery	wall of pulmonary artery
CL:0002598	bronchial smooth muscle cell	bronchial smooth muscle cell	UBERON:0004242	bronchus smooth muscle	bronchus smooth muscle
CL:0009086	endothelial cell of respiratory system lymphatic vessel	endothelial cell of respiratory system lymphatic vessel	UBERON:0003529	respiratory system lymphatic vessel endothelium	respiratory system lymphatic vessel endothelium
CL:0009089	lung pericyte	lung pericyte	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:0017000	pulmonary ionocyte	pulmonary ionocyte	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:0017000	pulmonary ionocyte	pulmonary ionocyte	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0017000	pulmonary ionocyte	pulmonary ionocyte	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0001102	cartilage of main bronchus	cartilage of main bronchus
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0003604	trachea cartilage	trachea cartilage
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	respiratory system venous smooth muscle
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	respiratory system venous smooth muscle
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012416	respiratory system arterial smooth muscle	respiratory system arterial smooth muscle
CL:0019019	tracheobronchial smooth muscle	tracheobronchial smooth muscle cell	UBERON:0004884	lobar bronchus mesenchyme	lobar bronchus mesenchyme
CL:0019019	tracheobronchial smooth muscle cell	tracheobronchial smooth muscle cell	UBERON:0003387	smooth muscle of trachea	smooth muscle of trachea
CL:1000143	lung goblet cell	lung goblet cell	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:1000143	lung goblet cell	lung goblet cell	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:1000143	lung goblet cell	lung goblet cell	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:1000223	lung neuroendocrine cell	lung neuroendocrine cell	UBERON:0002341	epithelium of segmental bronchus	epithelium of segmental bronchus
CL:1000223	lung neuroendocrine cell	lung neuroendocrine cell	UBERON:0001901	epithelium of trachea	epithelium of trachea
CL:1000223	lung neuroendocrine cell	lung neuroendocrine cell	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:1000223	lung neuroendocrine cell	lung neuroendocrine cell	UBERON:0002339	epithelium of lobar bronchus	epithelium of lobar bronchus
CL:1000271	lung ciliated cell	lung ciliated cell	UBERON:0002051	epithelium of bronchiole	epithelium of bronchiole
CL:1000271	lung ciliated cell	lung ciliated cell	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium
CL:1000413	endothelial cell of artery	arterial endothelial cell	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium
CL:1001566	bronchioalveolar stem cells	bronchioalveolar stem cell	UBERON:0001958	terminal bronchiole epithelium	terminal bronchiole epithelium
CL:1001568	pulmonary artery endothelial cell	pulmonary artery endothelial cell	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium
CL:1001568	pulmonary artery endothelial cell	pulmonary artery endothelial cell	UBERON:0036422	wall of pulmonary artery	wall of pulmonary artery
CL:4028002	alveolar capillary type 1 endothelial cell	capillary endothelial cell 1	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:4028003	alveolar capillary type 2 endothelial cell	capillary endothelial cell 2	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:4028004	alveolar type 1 fibroblast cell	alveolar type 1 fibroblast	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
CL:4028006	alveolar type 2 fibroblast cell	alveolar type 2 fibroblast	UBERON:0008870	pulmonary alveolar parenchyma	pulmonary alveolar parenchyma
