s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0002134	Tricuspid valve	Tricuspid valve	UBERON:0000946	Cardial valve	Cardial valve
UBERON:0002146	Pulmonary Valve	Pulmonary Valve	UBERON:0000946	Cardial valve	Cardial valve
UBERON:0002135	Mitral valve	Mitral valve	UBERON:0000946	Cardial valve	Cardial valve
UBERON:0002137	Aortic valve	Aortic valve	UBERON:0000946	Cardial valve	Cardial valve
UBERON:0002078	right cardiac atrium	right cardiac atrium	UBERON:0000948	heart	heart
UBERON:0011820	atrioventricular region	atrioventricular region	UBERON:0000948	heart	heart
UBERON:0002079	left cardiac atrium	left cardiac atrium	UBERON:0000948	heart	heart
UBERON:0002084	heart left ventricle	heart left ventricle	UBERON:0000948	heart	heart
UBERON:0002094	interventricular septum	interventricular septum	UBERON:0000948	heart	heart
UBERON:0002080	heart right ventricle	heart right ventricle	UBERON:0000948	heart	heart
UBERON:0000946	Cardial valve	Cardial valve	UBERON:0000948	heart	heart
UBERON:0002348	Epicardium	epicardium	UBERON:0000948	heart	heart
