term	image_url
UBERON:0009985	http://upload.wikimedia.org/wikipedia/commons/5/53/Gray246.png
UBERON:0009984	http://upload.wikimedia.org/wikipedia/commons/5/53/Gray246.png
UBERON:0003668	http://upload.wikimedia.org/wikipedia/commons/b/b3/Gray350.png
UBERON:0002371	http://upload.wikimedia.org/wikipedia/commons/7/74/Gray72-en.svg
UBERON:0002018	http://upload.wikimedia.org/wikipedia/commons/5/5d/Synovium.png
UBERON:0001485	http://upload.wikimedia.org/wikipedia/commons/c/ca/Knee.agr.jpg
UBERON:0002018	http://upload.wikimedia.org/wikipedia/commons/1/19/Joint.png
UBERON:0002446	https://upload.wikimedia.org/wikipedia/commons/9/9a/Knee_diagram.svg
UBERON:0002483	http://upload.wikimedia.org/wikipedia/commons/3/34/Illu_compact_spongy_bone.jpg
UBERON:0001465	http://upload.wikimedia.org/wikipedia/commons/8/8d/Male_Knee_by_David_Shankbone.jpg
