Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0006729	Disse's space	liver perisinusoidal space	Immune cell	PMID: 29112863	DOI: 10.1016/j.cub.2017.09.019
UBERON:0001279	portal triad/tract	portal triad	portal fibroblast	https://pubmed.ncbi.nlm.nih.gov/17576600/	DOI: 10.1007/s00441-007-0437-z
UBERON:0004647	hepatic Lobule	liver lobule	CD8 TRm (residence memory)		
UBERON:0004647	hepatic Lobule	liver lobule	Eomes low Liver NK cell	PMID: 28289707	DOI: 10.1172/jci.insight.90063
UBERON:0004647	hepatic Lobule	liver lobule	TBet low Liver NK cell	PMID: 31333651 PMID: 28289707 PMID: 27798170	DOI: 10.3389/fimmu.2019.01502
