s	slabel	user_slabel	o	olabel	user_olabel
UBERON:8410062	parasympathetic cholinergic nerve	parasympathetic cholinergic nerve	UBERON:0001021	nerve	nerve
UBERON:0002122	capsule of thymus	capsule of thymus	UBERON:0002370	thymus	thymus
UBERON:0005483	thymus lobe	thymus lobe	UBERON:0002370	thymus	thymus
