Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 LAMP5 PVRL2		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 LAMP5 RAB11FIP1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-6 LAMP5 AARD		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-6 LAMP5 NES		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-6 LAMP5 CA1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L5-6 LAMP5 CRABP1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L3-6 PAX6 LINC01497		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 PAX6 MIR101-1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 LAMP5 BMP2		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 LAMP5 NMBR		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 PAX6 CHRFAM7A		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-6 VIP SLC7A6OS		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L2 PAX6 FREM2		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-2 VIP HTR3A		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-2 VIP WNT4		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 PVALB SST ASIC4		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 SST P4HA3		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1 SST DEFB108B		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-3 VIP CBLN1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-2 VIP EXPH5		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-3 VIP HSPB6		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-2 VIP PTGER3		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-2 VIP SCML4		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-3 VIP FNDC1		
UBERON:0001384	Primary motor cortex	Primary motor cortex	Inh L1-3 VIP CHRNA2		
