Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
frontal lobe	frontal lobe	UBERON:0016525	frontomarginal gyrus		
parietal lobe	parietal lobe	UBERON:0001872	supraparietal lobule		
parietal lobe	parietal lobe	UBERON:0001872	inferior parietal lobule		
parietal lobe	parietal lobe	UBERON:0001872	paracentral lobule, caudal part		
temporal lobe	temporal lobe	UBERON:0001871	transverse temporal gyrus (Heschl's gyrus)		
temporal pole	temporal pole	UBERON:0002576	perirhinal lobule		
occipital lobe	occipital lobe	UBERON:0002021	occipitoparietal transition region		
occipital lobe	occipital lobe	UBERON:0002021	occipitotemporal transition region		
occipital lobe	occipital lobe	UBERON:0002021	occipitotemporal (fusiform) gyrus, occipital part		
cingulate gyrus	cingulate gyrus	UBERON:0002967	cingulate gyrus, retrospleninal part		
parahippocampal gyrus	parahippocampal gyrus	UBERON:0002973	uncus of parahippocampal gyrus		
limbic lobe	limbic lobe	UBERON:0002600	hippocampal gyrus (formation)		
hippocampal gyrus (formation)			head of hippocampus		
hippocampal gyrus (formation)			body of hippocampus		
hippocampal gyrus (formation)			subicular complex		
gray matter of forebrain	gray matter of forebrain	UBERON:0019264	amygdaloid complex		
amygdaloid complex			anterior amygdalar area		
amygdaloid complex			anterior cortical nucleus		
amygdaloid complex			posterior cortical nucleus		
amygdaloid complex			medial nucleus		
amygdaloid complex			lateral nucleus		
amygdaloid complex			basolateral nucleus		
amygdaloid complex			basomedial nucleus		
amygdaloid complex			central nuclear group		
amygdaloid complex			amygdalohippocampal area		
amygdaloid complex			bed nucleus of stria terminalis		
basal nuclei (basal ganglia)	collection of basal ganglia	UBERON:0010011	caudate nucleus		
basal nuclei (basal ganglia)	collection of basal ganglia	UBERON:0010011	mucleus accumbens		
basal forebrain	basal forebrain	UBERON:0002743	septal nuclei		
gray matter of forebrain	gray matter of forebrain	UBERON:0019264	thalamus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	anterior nuclear complex		
dorsal thalamus	dorsal thalamus	UBERON:0004703	mediodorsal nucleus of thalamus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	reunions nucleus of thalamus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	lateral posterior nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	pulvinar of thalamus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral anterior nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral lateral nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral posterior medial nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	ventral posterior lateral nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	lateral geniculate nuclei		
dorsal thalamus	dorsal thalamus	UBERON:0004703	medial geniculate nuclei		
dorsal thalamus	dorsal thalamus	UBERON:0004703	parafascicular nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	centromedian nucleus		
dorsal thalamus	dorsal thalamus	UBERON:0004703	midline nuclear complex		
epithalamus	epithalamus	UBERON:0001899	habenular nuclei		
epithalamus	epithalamus	UBERON:0001899	paraventricular nucleus of thalamus		
thalamus			reticular formation of thalamus		
thalamus			subthalamic nucleus (subthalamus)		
hypothalamus	hypothalamus	UBERON:0001898	supraoptic region		
hypothalamus	hypothalamus	UBERON:0001898	tuberal region		
hypothalamus	hypothalamus	UBERON:0001898	mammillary region		
mammillary region			mammillary nucleus		
white matter of forebrain	white matter of forebrain	UBERON:0019261	corpus callosum (midline portion)		
white matter of forebrain	white matter of forebrain	UBERON:0019261	internal capsule		
white matter of forebrain	white matter of forebrain	UBERON:0019261	mammillothalamic tract		
forebrain (prosencephalon)	forebrain	UBERON:0001890	ventricle of forebrain		
lateral ventricles	telencephalic ventricle	UBERON:0002285	atrium of lateral ventricle		
cerebellum	cerebellum	UBERON:0002037	paravermis of cerebellum		
cerebellum	cerebellum	UBERON:0002037	lateral hemisphere of cerebellum		
cerebellum	cerebellum	UBERON:0002037	cerebellar deep nuclei		
tegmentum of the medulla	tegmentum	UBERON:0024151	inferior olive		
