s	slabel	user_slabel	o	olabel	user_olabel
CL:0000767	basophil	basophil	UBERON:0000178	Blood	Blood
CL:0000771	eosinophil	eosinophil	UBERON:0000178	Blood	Blood
CL:0000775	neutrophil	neutrophil	CL:0000775	neutrophil	neutrophilic granulocyte
CL:0000775	neutrophil	neutrophil	UBERON:0000178	Blood	Blood
CL:0000787	memory B cell	memory B cell	UBERON:0000178	Blood	Blood
CL:0000788	naive B cell	naive B cell	UBERON:0000178	Blood	Blood
CL:0000815	regulatory T cell	T regulatory	UBERON:0000178	Blood	Blood
CL:0000816	immature B cell	immature B cell	UBERON:0000178	Blood	Blood
CL:0000818	transitional stage B cell	transitional B cell	UBERON:0000178	Blood	Blood
CL:0000824	mature natural killer cell	mature Natural killer	UBERON:0000178	Blood	Blood
CL:0000824	mature natural killer cell	mature Natural killer	CL:0000814	mature NK T cell	NK lymphocytes
CL:0000840	immature conventional dendritic cell	transitional Dendritic Cell (tDC)	CL:0001056	dendritic cell, human	dendritic cell (DC)
CL:0000840	immature conventional dendritic cell	transitional Dendritic Cell (tDC)	UBERON:0000178	Blood	Blood
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	CD4 naive	UBERON:0000178	Blood	Blood
CL:0000897	CD4-positive, alpha-beta memory T cell	CD4 T cell memory	UBERON:0000178	Blood	Blood
CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell	CD8 naive	UBERON:0000178	Blood	Blood
CL:0000938	CD16-negative, CD56-bright natural killer cell, human	CD56 bright Natural killer	UBERON:0000178	Blood	Blood
CL:0000938	CD16-negative, CD56-bright natural killer cell, human	CD56 bright Natural killer	CL:0000814	mature NK T cell	NK lymphocytes
CL:0001050	effector CD8-positive, alpha-beta T cell	CD8 T cell effector memory	UBERON:0000178	Blood	Blood
CL:0001054	CD14-positive monocyte	CD14 monocyte	UBERON:0000178	Blood	Blood
CL:0001058	plasmacytoid dendritic cell, human	Plasmacytoid Dendritic Cell (pDC)	UBERON:0000178	Blood	Blood
CL:0001062	effector memory CD8-positive, alpha-beta T cell, terminally differentiated	CD8 T cell effector memory CD45RA	UBERON:0000178	Blood	Blood
CL:0001087	effector memory CD4-positive, alpha-beta T cell, terminally differentiated	CD4 T cell effector memory CD45RA	UBERON:0000178	Blood	Blood
CL:0002394	CD141-positive myeloid dendritic cell	dendritic cell type 1 (DC1)	UBERON:0000178	Blood	Blood
CL:0002394	CD141-positive myeloid dendritic cell	dendritic cell type 1 (DC1)	CL:0001056	dendritic cell, human	dendritic cell (DC)
CL:0002396	CD14-low, CD16-positive monocyte	CD16 monocyte	UBERON:0000178	Blood	Blood
CL:0002399	CD1c-positive myeloid dendritic cell	dendritic cell type 3 (DC3)	UBERON:0000178	Blood	Blood
CL:0002399	CD1c-positive myeloid dendritic cell	dendritic cell type 3 (DC3)	CL:0001056	dendritic cell, human	dendritic cell (DC)
CL:0002399	CD1c-positive myeloid dendritic cell	dendritic cell type 2 (DC2)	CL:0001056	dendritic cell, human	dendritic cell (DC)
CL:0002399	CD1c-positive myeloid dendritic cell	dendritic cell type 2 (DC2)	UBERON:0000178	Blood	Blood
CL:0002437	mature CD8 single-positive thymocyte	mature CD8 T cell	UBERON:0000178	Blood	Blood
