s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0022355	basal layer of endometrium	stratum basalis
UBERON:0002451	endometrial gland	endometrial gland	UBERON:0022355	basal layer of endometrium	stratum basalis
UBERON:0002493	uterine artery	uterine artery	UBERON:0012332	broad ligament of uterus	broad ligament of uterus
UBERON:0008889	uterine venous plexus	uterine venous plexsus	UBERON:0000995	uterus	Uterus
UBERON:0011949	endometrium luminal epithelium	endometrium luminal epithelium	UBERON:0002451	endometrial gland	endometrial gland
UBERON:0012276	endometrium glandular epithelium	endometrium glandular epithelium	UBERON:0002451	endometrial gland	endometrial gland
UBERON:0012332	broad ligament of uterus	broad ligament of uterus	UBERON:0000995	uterus	Uterus
