term	image_url
UBERON:0000006	http://upload.wikimedia.org/wikipedia/commons/9/99/Gray1105.png
UBERON:0004915	http://upload.wikimedia.org/wikipedia/commons/4/43/Gray1057.png
UBERON:0005429	http://upload.wikimedia.org/wikipedia/commons/1/15/Gray1100.png
UBERON:0010373	http://upload.wikimedia.org/wikipedia/commons/f/fe/Illu_pancreas_duodenum.jpg
UBERON:0001174	http://upload.wikimedia.org/wikipedia/commons/5/5d/Digestive_system_showing_bile_duct.png
UBERON:0001069	http://upload.wikimedia.org/wikipedia/commons/f/fe/Illu_pancreas_duodenum.jpg
UBERON:0001151	http://upload.wikimedia.org/wikipedia/commons/f/fe/Illu_pancreas_duodenum.jpg
UBERON:0001264	https://upload.wikimedia.org/wikipedia/commons/7/7e/Blausen_0699_PancreasAnatomy2.png
UBERON:0007329	http://upload.wikimedia.org/wikipedia/commons/1/15/Gray1100.png
UBERON:0004913	http://upload.wikimedia.org/wikipedia/commons/1/1e/Biliary_system_new.svg
UBERON:0001064	http://upload.wikimedia.org/wikipedia/commons/1/15/Gray1100.png
UBERON:0001150	http://upload.wikimedia.org/wikipedia/commons/f/fe/Illu_pancreas_duodenum.jpg
