s	slabel	user_slabel	o	olabel	user_olabel
CL:0000151	secretory cell	Germinative (epithelial) cell, Sebocyte	UBERON:0001821	sebaceous gland	Sebaceous glands
CL:0000646	basal cell	Keratinocyte (Basal)	UBERON:0002025	stratum basale of epidermis	Stratum basale (SB)
CL:0002138	endothelial cell of lymphatic vessel	Lymphatic	UBERON:0002067	dermis	Dermis
CL:0002620	skin fibroblast	Fibroblast	UBERON:0002067	dermis	Dermis
