term	image_url
CL:0000066	https://www.swissbiopics.org/api/image/Epithelial_cells.svg
CL:0000540	https://www.swissbiopics.org/api/image/Neuron_cells.svg
UBERON:0000482	https://upload.wikimedia.org/wikipedia/commons/6/65/Basal_lamina.jpg
UBERON:0000964	http://upload.wikimedia.org/wikipedia/commons/1/1e/Schematic_diagram_of_the_human_eye_en.svg
UBERON:0000966	http://upload.wikimedia.org/wikipedia/commons/e/ed/Human_eye_cross-sectional_view_grayscale.png
UBERON:0001605	http://upload.wikimedia.org/wikipedia/commons/2/28/Gray872.png
UBERON:0001772	http://upload.wikimedia.org/wikipedia/commons/6/66/Gray871.png
UBERON:0001773	http://upload.wikimedia.org/wikipedia/commons/1/1e/Schematic_diagram_of_the_human_eye_en.svg
UBERON:0001775	http://upload.wikimedia.org/wikipedia/commons/1/1e/Schematic_diagram_of_the_human_eye_en.svg
UBERON:0001776	http://upload.wikimedia.org/wikipedia/commons/1/1e/Schematic_diagram_of_the_human_eye_en.svg
UBERON:0001782	http://upload.wikimedia.org/wikipedia/commons/5/55/Gray881.png
UBERON:0001783	http://upload.wikimedia.org/wikipedia/commons/e/ed/Gray879.png
UBERON:0001792	http://upload.wikimedia.org/wikipedia/commons/5/55/Gray881.png
UBERON:0001811	http://upload.wikimedia.org/wikipedia/commons/5/55/Gray883.png
UBERON:0001985	http://upload.wikimedia.org/wikipedia/commons/6/66/Gray871.png
UBERON:0002276	http://upload.wikimedia.org/wikipedia/commons/a/a5/Gray930.png
UBERON:0006761	http://upload.wikimedia.org/wikipedia/commons/3/3d/Limbus.png
UBERON:0006762	http://upload.wikimedia.org/wikipedia/commons/1/1e/Schematic_diagram_of_the_human_eye_en.svg
