s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000236	B cell	B lymphocyte	CL:0000542	lymphocyte	Lymphocyte	24
CL:0000236	B cell	B lymphocyte	CL:0000542	lymphocyte	Lymphocyte	35
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	81
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	65
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	56
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	45
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	11
UBERON:0001263	Pancreatic acinus	Pancreatic acinus	UBERON:0000017	exocrine pancreas	Exocrine pancreas	75
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	82
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	76
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	16
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	49
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	21
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	20
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	19
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	18
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	17
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	60
UBERON:0014726	intercalated duct of pancreas	Intercalated duct	UBERON:0014719	intralobular duct	Intralobular duct	69
UBERON:2005346	extrapancreatic duct	Extrapancreatic duct	UBERON:0000017	exocrine pancreas	Exocrine pancreas	23
UBERON:2005346	extrapancreatic duct	Extrapancreatic duct	UBERON:0000017	exocrine pancreas	Exocrine pancreas	51
