s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:0002066	umbilical vein	umbilical vein	12
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:8600040	chorionic stem villous blood vessel	stem villous vessel	70
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:0022358	placenta blood vessel	placental blood vessel	85
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:8600021	chorionic plate blood vessel	chorionic plate vessel	49
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:8600040	chorionic stem villous blood vessel	stem villous vessel	88
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:0001310	umbilical artery	umbilical arteries	15
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:0004027	chorionic plate	chorionic plate	46
CL:0000071	blood vessel endothelial cell	vascular endothelial cell	UBERON:8600021	chorionic plate blood vessel	chorionic plate vessel	52
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma	33
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma	111
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma	61
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:0001310	umbilical artery	umbilical arteries	17
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:8600040	chorionic stem villous blood vessel	stem villous vessel	90
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:8600021	chorionic plate blood vessel	chorionic plate vessel	54
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:0022358	placenta blood vessel	placental blood vessel	87
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:0002066	umbilical vein	umbilical vein	14
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:8600021	chorionic plate blood vessel	chorionic plate vessel	51
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cell	UBERON:8600040	chorionic stem villous blood vessel	stem villous vessel	72
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:8600029	chorionic immature intermediate villus	immature intermediate villus	80
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:0004027	chorionic plate	chorionic plate	44
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:8600031	chorionic mature intermediate villus	mature intermediate villus	91
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:8600030	chorionic terminal villus	terminal villus	98
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast	UBERON:8600027	chorionic stem villus	stem villus	73
