Upper AS	Upper AS/label	Upper AS/ID	AS Name	References/ID	References/DOI
chorion	chorion membrane	UBERON:0003124	chorionic mesoderm	HTTPS:DOIORG103390CELLS1041061 ; HTTPS:DOIORG101016JJCYT201703001 ; HTTPS:DOIORG101186S1328701707571 ; HTTPS:DOIORG101095BIOLREPROD514739 ; HTTPS:DOIORG101095BIOLREPROD108075226 ; HTTPS:DOIORG101182BLOODV742751751 ; HTTPS:DOIORG105966SCTM20150022 ; HTTPS:DOIORG103346JKMS2012278857 ; HTTPS:DOIORG101093HUMREPDEN051	
chorion	chorion membrane	UBERON:0003124	chorionic ectoderm (from chorion)	HTTPS:DOIORG101016S0143400405804382 ; HTTPS:DOIORG101016JAJPATH201408006 ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244	
chorion	chorion membrane	UBERON:0003124	chorionic ectoderm (from chorion)	HTTPS:DOIORG101016019888599390138Q ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244 ; PMID:8804361 ; HTTPS:DOIORG10115520216662201 ; HTTPS:DOIORG101093HUMREPDEM265 ; HTTPS:DOIORG101242DEV148932	
chorionic plate	chorionic plate	UBERON:0004027	chorionic mesoderm	HTTPS:DOIORG103390CELLS1041061 ; HTTPS:DOIORG101016JJCYT201703001 ; HTTPS:DOIORG101186S1328701707571 ; HTTPS:DOIORG101095BIOLREPROD514739 ; HTTPS:DOIORG101095BIOLREPROD108075226 ; HTTPS:DOIORG101182BLOODV742751751 ; HTTPS:DOIORG105966SCTM20150022 ; HTTPS:DOIORG103346JKMS2012278857 ; HTTPS:DOIORG101093HUMREPDEN051	
chorionic plate	chorionic plate	UBERON:0004027	chorionic ectoderm (from chorionic plate)	HTTPS:DOIORG101016S0143400405804382 ; HTTPS:DOIORG101016JAJPATH201408006 ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244	
chorionic plate	chorionic plate	UBERON:0004027	chorionic ectoderm (from chorionic plate)	HTTPS:DOIORG101146ANNUREVBI50070181002341 ; HTTPS:DOIORG101056NEJM197007232830408 ; HTTPS:DOIORG101007BF01628222 ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244 ; HTTPS:DOIORG101016S0143400405804382	
chorionic plate	chorionic plate	UBERON:0004027	chorionic ectoderm (from chorionic plate)	HTTPS:DOIORG101016019888599390138Q ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244 ; PMID:8804361 ; HTTPS:DOIORG10115520216662201 ; HTTPS:DOIORG101093HUMREPDEM265 ; HTTPS:DOIORG101242DEV148932	
chorionic plate	chorionic plate	UBERON:0004027	cell island	HTTPS:DOIORG101016019888599390138Q ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244 ; PMID:8804361 ; HTTPS:DOIORG10115520216662201 ; HTTPS:DOIORG101093HUMREPDEM265 ; HTTPS:DOIORG101242DEV148932	
chorionic plate	chorionic plate	UBERON:0004027	cell island	HTTPS:DOIORG101016S0143400405804382 ; HTTPS:DOIORG101016JAJPATH201408006 ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244	
chorionic plate	chorionic plate	UBERON:0004027	cell island	HTTPS:DOIORG101146ANNUREVBI50070181002341 ; HTTPS:DOIORG101056NEJM197007232830408 ; HTTPS:DOIORG101007BF01628222 ; HTTPS:DOIORG101016JJIM200303001 ; HTTPS:DOIORG101053PLAC20000559 ; HTTPS:DOIORG101095BIOLREPROD106055244 ; HTTPS:DOIORG101016S0143400405804382	
