s	slabel	user_slabel	o	olabel	user_olabel	row_number
UBERON:0001625	right coronary artery	right coronary artery	UBERON:0003498	heart blood vessel	heart blood vessel	54
UBERON:0001625	right coronary artery	right coronary artery	UBERON:0003498	heart blood vessel	heart blood vessel	55
UBERON:0001625	right coronary artery	right coronary artery	UBERON:0003498	heart blood vessel	heart blood vessel	56
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	25
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	24
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	23
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	22
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	21
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	20
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	19
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	18
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	17
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	16
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	15
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	13
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	26
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	27
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	29
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	12
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	30
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	31
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	32
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	33
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	34
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	35
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	36
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	37
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	38
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	39
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	40
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	41
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	42
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	28
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	11
UBERON:0002078	right cardiac atrium	right atrium	UBERON:0000948	heart	heart	14
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	71
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	63
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	81
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	62
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	75
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	85
UBERON:0002079	left cardiac atrium	left atrium	UBERON:0000948	heart	heart	61
