s	slabel	user_slabel	o	olabel	user_olabel	row_number
UBERON:0001610	lingual artery	lingual artery	UBERON:0001723	tongue	tongue	21
UBERON:0004650	tongue keratinized epithelium	tongue keratinized epithelium	UBERON:0001723	tongue	tongue	31
UBERON:0006330	anterior lingual gland	anterior lingual gland	UBERON:0001723	tongue	tongue	11
UBERON:0006689	frenulum of tongue	frenulum of tongue	UBERON:0001723	tongue	tongue	17
UBERON:0006916	non-keratinized epithelium of tongue	non-keratinized epithelium of tongue	UBERON:0001723	tongue	tongue	27
UBERON:0006918	parakeratinized epithelium of tongue	parakeratinized epithelium of tongue	UBERON:0001723	tongue	tongue	28
UBERON:0006919	tongue squamous epithelium	tongue squamous epithelium	UBERON:0001723	tongue	tongue	32
UBERON:0007250	lingual tonsil	lingual tonsil	UBERON:0001723	tongue	tongue	23
UBERON:0007367	surface of tongue	surface of tongue	UBERON:0001723	tongue	tongue	30
UBERON:0014451	tongue taste bud	tongue taste bud	UBERON:0001723	tongue	tongue	33
UBERON:0014452	gustatory epithelium of tongue	gustatory epithelium of tongue	UBERON:0001723	tongue	tongue	19
UBERON:0034934	Weber's gland	Weber's gland	UBERON:0001723	tongue	tongue	34
