s	slabel	user_slabel	o	olabel	user_olabel	row_number
UBERON:0000065	respiratory tract	respiratory tract	UBERON:0001004	respiratory system	respiratory system	36
UBERON:0000065	respiratory tract	respiratory tract	UBERON:0001004	respiratory system	respiratory system	37
UBERON:0001557	upper respiratory tract	upper respiratory tract	UBERON:0000065	respiratory tract	respiratory tract	36
UBERON:0001558	lower respiratory tract	lower respiratory tract	UBERON:0000065	respiratory tract	respiratory tract	37
UBERON:0001911	mammary gland	mammary gland	UBERON:0002416	integumental system	integumental system	31
UBERON:0002106	spleen	spleen	UBERON:0001007	digestive system	digestive system	19
UBERON:0002106	spleen	spleen	UBERON:0002405	immune system	immune system	25
UBERON:0002106	spleen	spleen	UBERON:0002390	hematopoietic system	hematopoietic system	34
UBERON:0002107	liver	liver	UBERON:0001007	digestive system	digestive system	18
UBERON:0002370	thymus	thymus	UBERON:0002405	immune system	immune system	26
UBERON:0002370	thymus	thymus	UBERON:0002390	hematopoietic system	hematopoietic system	35
UBERON:0011143	upper urinary tract	upper urinary tract	UBERON:0001008	renal system	renal system	40
UBERON:0011143	upper urinary tract	upper urinary tract	UBERON:0001008	renal system	renal system	41
UBERON:0011143	upper urinary tract	upper urinary tract	UBERON:0001008	renal system	renal system	42
