s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	30	20.16728371749673
CL:0019018	blood vessel smooth muscle cell	blood vessel smooth muscle cell	UBERON:0012416	respiratory system arterial smooth muscle	arterial system smooth muscle	32	20.16728371749673
CL:1000413	endothelial cell of artery	endothelial cell of artery	UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium	31	15.25260128771238
CL:0019019	tracheobronchial smooth muscle cell	tracheobronchial smooth muscle cell	UBERON:0006680	trachealis	trachealis	17	9.18298099900899
CL:0002145	ciliated columnar cell of tracheobronchial tree	ciliated columnar cell of tracheobronchial tree	UBERON:0001901	epithelium of trachea	tracheal epithelium	12	
CL:1000223	lung neuroendocrine cell	lung neuroendocrine cell	UBERON:0001901	epithelium of trachea	tracheal epithelium	13	
CL:1000330	serous cell of epithelium of trachea	serous cell of epithelium of trachea	CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	18	
CL:4033023	airway submucosal gland collecting duct epithelial cell	airway submucosal gland collecting duct epithelial cell	CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	19	
CL:4033024	airway submucosal gland duct basal cell	airway submucosal gland duct basal cell	CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	21	
CL:4033020	mucus secreting cell of trachea gland	mucus secreting cell of trachea gland	CL:0002202	epithelial cell of tracheobronchial tree	epithelial cell of tracheobronchial tree	22	
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0006679	carina of trachea	carina of trachea	24	
CL:0019002	tracheobronchial chondrocyte	tracheobronchial chondrocyte	UBERON:0003604	trachea cartilage	trachea cartilage	25	
CL:4033025	perichondrial fibroblast	perichondrial fibroblast	CL:0002553	fibroblast of lung	fibroblast of lung	28	
CL:4033025	perichondrial fibroblast	perichondrial fibroblast	UBERON:0003571	trachea connective tissue	trachea connective tissue	28	
UBERON:0001592	bronchial vein	bronchial vein	UBERON:0003505	trachea blood vessel	trachea blood vessel	29	
UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	UBERON:0001592	bronchial vein	bronchial vein	29	
CL:4033008	vein endothelial cell of respiratory system	vein endothelial cell of respiratory system	CL:1001567	lung endothelial cell	lung endothelial cell	29	
CL:4033008	vein endothelial cell of respiratory system	vein endothelial cell of respiratory system	UBERON:0004849	respiratory system venous endothelium	respiratory system venous endothelium	29	
UBERON:0001592	bronchial vein	bronchial vein	UBERON:0003505	trachea blood vessel	trachea blood vessel	30	
UBERON:0012418	respiratory system venous smooth muscle	venous system smooth muscle	UBERON:0001592	bronchial vein	bronchial vein	30	
UBERON:0002040	bronchial artery	bronchial artery	UBERON:0003505	trachea blood vessel	trachea blood vessel	31	
UBERON:0004848	respiratory system arterial endothelium	respiratory system arterial endothelium	UBERON:0002040	bronchial artery	bronchial artery	31	
CL:1000413	endothelial cell of artery	endothelial cell of artery	CL:1001567	lung endothelial cell	lung endothelial cell	31	
UBERON:0002040	bronchial artery	bronchial artery	UBERON:0003505	trachea blood vessel	trachea blood vessel	32	
UBERON:0012416	respiratory system arterial smooth muscle	arterial system smooth muscle	UBERON:0002040	bronchial artery	bronchial artery	32	
