row_number	s	slabel	user_slabel	o	olabel	user_olabel
138	UBERON:0001298	psoas major muscle	psoas major muscle	UBERON:0008549	prevertebral muscle	prevertebral muscle
139	UBERON:0001372	psoas minor muscle	psoas minor muscle	UBERON:0008549	prevertebral muscle	prevertebral muscle
317	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
271	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
273	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
274	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
275	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
276	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
277	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
278	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
279	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
280	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
281	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
282	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
283	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
284	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
285	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
270	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
269	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
268	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
267	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
316	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
326	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
327	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
328	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
329	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
325	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
286	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
324	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
322	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
321	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
320	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
319	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
318	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
266	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
323	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
287	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
272	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
289	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
304	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
305	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
306	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
307	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
308	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
310	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
303	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
311	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
333	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
334	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
313	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
314	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
315	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
288	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
312	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
302	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
309	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
300	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
301	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
291	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
292	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
293	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
294	UBERON:0001383	muscle of leg	leg muscle	UBERON:0000383	musculature of body	muscular system
