s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
UBERON:0001944	Pretectal region	Pretectal region	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	127	10644470.6174283
UBERON:0001945	superior colliculus	superior colliculus	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	132	10644466.498085141
UBERON:0001943	midbrain tegmentum	midbrain tegmentum	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	128	10644466.0
UBERON:0001947	red nucleus	red nucleus	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	130	10644466.0
UBERON:0002038	substantia nigra	substantia nigra	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	131	10644466.0
UBERON:0001946	inferior colliculus	inferior colliculus	UBERON:0019267	gray matter of midbrain	gray matter of midbrain	133	10644466.0
CL:0000623	natural killer cell	NK cell	UBERON:0000955	brain	brain	154	5566.386230001181
CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	UBERON:0000955	brain	brain	439	5566.38623
CL:0000236	B cell	B cell	UBERON:0000955	brain	brain	152	5566.38623
CL:0000084	T cell	T cell	UBERON:0000955	brain	brain	153	5566.38623
CL:4023064	caudal ganglionic eminence derived interneuron	CGE interneuron	UBERON:0000955	brain	brain	446	5566.38623
CL:0000576	monocyte	monocyte	UBERON:0000955	brain	brain	155	5566.38623
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	189	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	596	5466.386222
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	190	5466.386222
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	195	5466.386222
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	227	5466.386222
CL:4023073	obsolete choroid plexus cell	choroid plexus cell	UBERON:0000955	brain	brain	228	5466.386222
CL:4023073	obsolete choroid plexus cell	choroid plexus cell	UBERON:0000955	brain	brain	229	5466.386222
CL:4023073	obsolete choroid plexus cell	choroid plexus cell	UBERON:0000955	brain	brain	233	5466.386222
CL:4023073	obsolete choroid plexus cell	choroid plexus cell	UBERON:0000955	brain	brain	234	5466.386222
CL:4023061	hippocampal CA4 neuron	hippocampal CA4 neuron	UBERON:0000955	brain	brain	350	5466.386222
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	191	5466.386222
CL:4023059	differentiation-committed oligodendrocyte precursor	committed oligodendrocyte precursor cell	UBERON:0000955	brain	brain	193	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	591	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	593	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	592	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	590	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	589	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	588	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	587	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	586	5466.386222
CL:4023079	midbrain-derived inhibitory neuron	midbrain-derived inhibitory neuron	UBERON:0000955	brain	brain	585	5466.386222
UBERON:0002707	corticospinal tract	pyramidal tract	UBERON:0019258	white matter of hindbrain	white matter of hindbrain	146	3581.40112
UBERON:0006083	perirhinal cortex	perirhinal gyrus ( rostral part of FuGt)	UBERON:0022364	occipital fusiform gyrus	occipitotemporal (fusiform) gyrus, temporal part	41	100.00000800000002
UBERON:0001717	spinal nucleus of trigeminal nerve	spinal trigeminal nucleus	UBERON:0024151	tegmentum	tegmentum of the medulla	144	100.00000799999997
UBERON:0000052	fornix of brain	fornix	UBERON:0019261	white matter of forebrain	white matter of forebrain	115	0.498085141
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	352	0.0221181568
UBERON:0002967	cingulate gyrus	cingulate gyrus	UBERON:0002600	limbic lobe	limbic lobe	57	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	351	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	354	0.0221181568
UBERON:0002967	cingulate gyrus	cingulate gyrus	UBERON:0002600	limbic lobe	limbic lobe	59	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	355	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	356	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	357	0.0221181568
UBERON:0002967	cingulate gyrus	cingulate gyrus	UBERON:0002600	limbic lobe	limbic lobe	58	0.0221181568
CL:4023062	dentate gyrus neuron	hippocampal dentate gyrus neuron	UBERON:0002600	limbic lobe	limbic lobe	353	0.0221181568
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	546	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	472	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	470	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	540	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	141	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	491	0.008207281119999998
UBERON:0000988	pons	pons	UBERON:0019263	gray matter of hindbrain	gray matter of hindbrain	453	0.008207281119999998
