Terminal AS/ID	Terminal AS/label	Terminal AS/user_label	CL Name	References/ID	References/DOI
UBERON:0000955	brain	brain	Bcell_0	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Tcell_1	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Nkcell_2	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mono_3	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_4	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_5	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_6	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_7	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_8	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
UBERON:0000955	brain	brain	Mgl_9	"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898"	DOI: 10.1101/2022.10.12.511898
